Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A hospital accumulates 300,000 radiology studies overnight. Results may be available the next morning, and efficient throughput matters more than an immediate response for each image. Which inference pattern best fits?",multiple-choice,Real-time inference,"Incorrect. “Real-time inference” does not satisfy the scenario's controlling constraint. Batch, real-time, asynchronous, and serverless inference serve different needs. The required response follows from this rule: latency needs and workload shape determine the inference pattern.",Batch inference,"Correct. This response fits because latency needs and workload shape determine the inference pattern. Batch, real-time, asynchronous, and serverless inference serve different needs.",Continuous fine-tuning,"Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: latency needs and workload shape determine the inference pattern. Batch, real-time, asynchronous, and serverless inference serve different needs.",Reinforcement learning,"Incorrect. “Reinforcement learning” does not satisfy the scenario's controlling constraint. Batch, real-time, asynchronous, and serverless inference serve different needs. The required response follows from this rule: latency needs and workload shape determine the inference pattern.",,,,,2,"Batch inference is the best response because latency needs and workload shape determine the inference pattern. Batch, real-time, asynchronous, and serverless inference serve different needs.",Fundamentals of AI and ML
"A credit team must predict the dollar amount of expected loss for each approved account, rather than merely whether an account will default. Which technique matches the output?",multiple-choice,Regression,Correct. Regression predicts a continuous numeric value. This response fits because continuous numeric targets call for regression. The required prediction shape distinguishes regression from classification and clustering.,Image segmentation,Incorrect. “Image segmentation” does not satisfy the scenario's controlling constraint. The required prediction shape distinguishes regression from classification and clustering. The required response follows from this rule: continuous numeric targets call for regression.,Clustering,Incorrect. Clustering groups observations without using labeled targets. That capability does not meet the controlling requirement here: continuous numeric targets call for regression. The required prediction shape distinguishes regression from classification and clustering.,Binary classification,Incorrect. Classification predicts a discrete class from the available signals. That capability does not meet the controlling requirement here: continuous numeric targets call for regression. The required prediction shape distinguishes regression from classification and clustering.,,,,,1,Regression is the best response because continuous numeric targets call for regression. The required prediction shape distinguishes regression from classification and clustering.,Fundamentals of AI and ML
"An insurance assistant reads a claim, identifies missing records, calls approved policy and document tools, remembers prior results, and routes unusual cases to a human. What most clearly makes it agentic?",multiple-choice,It receives claim context in a prompt (before validating data quality and business fit),"Incorrect. “It receives claim context in a prompt (before validating data quality and business fit)” does not satisfy the scenario's controlling constraint. Agentic systems combine models with tools, memory, and workflows. The required response follows from this rule: agency comes from goal-directed action and tool use.",It runs inference through an API,"Incorrect. “It runs inference through an API” does not satisfy the scenario's controlling constraint. Agentic systems combine models with tools, memory, and workflows. The required response follows from this rule: agency comes from goal-directed action and tool use.",It selects and sequences tool actions toward a goal,"Correct. This response fits because agency comes from goal-directed action and tool use. Agentic systems combine models with tools, memory, and workflows.",It uses a neural network to generate language,"Incorrect. “It uses a neural network to generate language” does not satisfy the scenario's controlling constraint. Agentic systems combine models with tools, memory, and workflows. The required response follows from this rule: agency comes from goal-directed action and tool use.",,,,,3,"It selects and sequences tool actions toward a goal is the best response because agency comes from goal-directed action and tool use. Agentic systems combine models with tools, memory, and workflows.",Fundamentals of AI and ML
"A company is mapping four common AI workloads to purpose-built AWS services. Match each workload with the service that directly provides the required capability.
1. Convert recorded support calls into searchable text
2. Translate existing text tickets into other languages
3. Extract text, tables, and form fields from scanned documents
4. Generate personalized rankings from behavior and item data",matching,Amazon Transcribe,"Correct match. Amazon Transcribe converts speech audio into text. This response fits because purpose-built AI services should be matched to the input modality and required output. Speech transcription, translation, document extraction, and recommendations are distinct managed capabilities.",Amazon Textract,"Correct match. Amazon Textract extracts text, forms, and tables from documents. This response fits because purpose-built AI services should be matched to the input modality and required output. Speech transcription, translation, document extraction, and recommendations are distinct managed capabilities.",Amazon Personalize,"Correct match. Amazon Personalize builds recommendations and personalized rankings. This response fits because purpose-built AI services should be matched to the input modality and required output. Speech transcription, translation, document extraction, and recommendations are distinct managed capabilities.",Amazon Translate,"Correct match. Amazon Translate translates text between supported languages. This response fits because purpose-built AI services should be matched to the input modality and required output. Speech transcription, translation, document extraction, and recommendations are distinct managed capabilities.",,,,,"1,4,2,3","Match the workload's input and desired output to the managed capability: Transcribe handles speech-to-text, Translate handles language translation, Textract extracts document content, and Personalize produces recommendations.",Fundamentals of AI and ML
"A contact center wants a conversational bot that recognizes caller intent, collects slots, maintains dialog state, and invokes fulfillment functions. Which AWS service is designed for this?",multiple-choice,Amazon Comprehend,Incorrect. “Amazon Comprehend” does not satisfy the scenario's controlling constraint. Managed services align to common modalities and interaction patterns. The required response follows from this rule: Amazon Lex builds intent-based voice and text conversational interfaces.,Amazon Textract,"Incorrect. Amazon Textract extracts text, forms, and tables from documents. That capability does not meet the controlling requirement here: Amazon Lex builds intent-based voice and text conversational interfaces. Managed services align to common modalities and interaction patterns.",Amazon Lex,Correct. Amazon Lex provides intent-based conversational interfaces. This response fits because Amazon Lex builds intent-based voice and text conversational interfaces. Managed services align to common modalities and interaction patterns.,Amazon Personalize,Incorrect. Amazon Personalize builds recommendations and personalized rankings. That capability does not meet the controlling requirement here: Amazon Lex builds intent-based voice and text conversational interfaces. Managed services align to common modalities and interaction patterns.,,,,,3,Amazon Lex is the best response because Amazon Lex builds intent-based voice and text conversational interfaces. Managed services align to common modalities and interaction patterns.,Fundamentals of AI and ML
"A legal team drafts and summarizes varied contracts, while a risk team predicts one fixed numeric loss from structured account features. Which pairing is appropriate?",multiple-choice,An FM for language work and regression for loss,Correct. Regression predicts a continuous numeric value. This response fits because different task shapes deserve different model families. A solution should not force unrelated business problems through one AI technique.,Templates for every contract and vision for loss,Incorrect. “Templates for every contract and vision for loss” does not satisfy the scenario's controlling constraint. A solution should not force unrelated business problems through one AI technique. The required response follows from this rule: different task shapes deserve different model families.,A diffusion model for contracts and RL for loss,Incorrect. “A diffusion model for contracts and RL for loss” does not satisfy the scenario's controlling constraint. A solution should not force unrelated business problems through one AI technique. The required response follows from this rule: different task shapes deserve different model families.,Clustering for contracts and an FM for every loss,Incorrect. Clustering groups observations without using labeled targets. That capability does not meet the controlling requirement here: different task shapes deserve different model families. A solution should not force unrelated business problems through one AI technique.,,,,,1,An FM for language work and regression for loss is the best response because different task shapes deserve different model families. A solution should not force unrelated business problems through one AI technique.,Fundamentals of AI and ML
"A clinic considers a no-show predictor costing $180,000, while missed appointments cost $12,000 yearly and simple reminders already prevent most losses. What should it do first?",multiple-choice,Deploy SageMaker AI because prediction always helps (before validating data quality and business fit),"Incorrect. “Deploy SageMaker AI because prediction always helps (before validating data quality and business fit)” does not satisfy the scenario's controlling constraint. Practical use-case selection includes economics, operations, and simpler alternatives. The required response follows from this rule: AI adoption must justify its full cost with measurable value.",Train a larger FM for maximum accuracy,"Incorrect. “Train a larger FM for maximum accuracy” does not satisfy the scenario's controlling constraint. Practical use-case selection includes economics, operations, and simpler alternatives. The required response follows from this rule: AI adoption must justify its full cost with measurable value.",Perform cost-benefit analysis and favor the simpler control,"Correct. This response fits because AI adoption must justify its full cost with measurable value. Practical use-case selection includes economics, operations, and simpler alternatives.",Replace staff before measuring a baseline,"Incorrect. “Replace staff before measuring a baseline” does not satisfy the scenario's controlling constraint. Practical use-case selection includes economics, operations, and simpler alternatives. The required response follows from this rule: AI adoption must justify its full cost with measurable value.",,,,,3,"Perform cost-benefit analysis and favor the simpler control is the best response because AI adoption must justify its full cost with measurable value. Practical use-case selection includes economics, operations, and simpler alternatives.",Fundamentals of AI and ML
A project has cleaned data and a trained candidate model and now must decide whether it should proceed to production. Which two steps belong before broad deployment? (Choose two.),multi-select,Define monitoring and rollback criteria,"Correct. This response fits because evaluation and operational readiness precede production. An AI pipeline includes validation, deployment controls, monitoring, and feedback.",Use a generative model for every workload because it can accept natural-language instructions,"Incorrect. Generative flexibility does not make an FM appropriate for deterministic rules, focused prediction, or tightly explainable decisions. For this scenario, evaluation and operational readiness precede production. An AI pipeline includes validation, deployment controls, monitoring, and feedback.",Tune repeatedly against the final test set,"Incorrect. “Tune repeatedly against the final test set” does not satisfy the scenario's controlling constraint. An AI pipeline includes validation, deployment controls, monitoring, and feedback. The required response follows from this rule: evaluation and operational readiness precede production.",Evaluate on representative held-out data and business metrics,"Correct. This response fits because evaluation and operational readiness precede production. An AI pipeline includes validation, deployment controls, monitoring, and feedback.",Delete training lineage to reduce storage,"Incorrect. “Delete training lineage to reduce storage” does not satisfy the scenario's controlling constraint. An AI pipeline includes validation, deployment controls, monitoring, and feedback. The required response follows from this rule: evaluation and operational readiness precede production.",,,"1,4","Evaluate on representative held-out data and business metrics and Define monitoring and rollback criteria are the best responses because evaluation and operational readiness precede production. An AI pipeline includes validation, deployment controls, monitoring, and feedback.",Fundamentals of AI and ML
"A disease-screening model must avoid missing positive cases, even if more healthy patients are referred for follow-up. Which metric deserves emphasis?",multiple-choice,Precision alone (without comparing against a simpler baseline),"Incorrect. “Precision alone (without comparing against a simpler baseline)” does not satisfy the scenario's controlling constraint. Precision, recall, F1, and accuracy answer different performance questions. The required response follows from this rule: the costly false-negative error makes recall important.",Overall accuracy alone,"Incorrect. “Overall accuracy alone” does not satisfy the scenario's controlling constraint. Precision, recall, F1, and accuracy answer different performance questions. The required response follows from this rule: the costly false-negative error makes recall important.",Mean squared error,"Incorrect. “Mean squared error” does not satisfy the scenario's controlling constraint. Precision, recall, F1, and accuracy answer different performance questions. The required response follows from this rule: the costly false-negative error makes recall important.",Recall for the positive class,"Correct. This response fits because the costly false-negative error makes recall important. Precision, recall, F1, and accuracy answer different performance questions.",,,,,4,"Recall for the positive class is the best response because the costly false-negative error makes recall important. Precision, recall, F1, and accuracy answer different performance questions.",Fundamentals of AI and ML
"A recommender lifts click-through from 8% to 10%, but inference costs rise $0.40 per user while incremental profit is only $0.05. What does this show?",multiple-choice,Any click lift is enough to launch,"Incorrect. “Any click lift is enough to launch” does not satisfy the scenario's controlling constraint. Lifecycle evaluation includes ROI, cost, feedback, and operational impact. The required response follows from this rule: business value can overturn a technically positive metric.",A larger model is the only remedy (while deferring evaluation until after deployment),"Incorrect. “A larger model is the only remedy (while deferring evaluation until after deployment)” does not satisfy the scenario's controlling constraint. Lifecycle evaluation includes ROI, cost, feedback, and operational impact. The required response follows from this rule: business value can overturn a technically positive metric.",The technical lift has negative ROI at current cost,"Correct. This response fits because business value can overturn a technically positive metric. Lifecycle evaluation includes ROI, cost, feedback, and operational impact.","Accuracy is 10%, so the model fails","Incorrect. “Accuracy is 10%, so the model fails” does not satisfy the scenario's controlling constraint. Lifecycle evaluation includes ROI, cost, feedback, and operational impact. The required response follows from this rule: business value can overturn a technically positive metric.",,,,,3,"The technical lift has negative ROI at current cost is the best response because business value can overturn a technically positive metric. Lifecycle evaluation includes ROI, cost, feedback, and operational impact.",Fundamentals of AI and ML
