Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A retailer has 80,000 past orders labeled `returned` or `kept` and wants to predict whether each new order will be returned before shipment. Which learning approach fits the available data and target?",multiple-choice,Supervised classification,Correct. This option follows the decisive rule: labeled examples and a discrete target call for supervised classification.,Unsupervised clustering,Incorrect. Choosing Unsupervised clustering confuses a related concept with the actual requirement. It does not satisfy the scenario because labeled examples and a discrete target call for supervised classification.,Reinforcement learning,Incorrect. Choosing Reinforcement learning confuses a related concept with the actual requirement. It does not satisfy the scenario because labeled examples and a discrete target call for supervised classification.,Generative image modeling,Incorrect. Choosing Generative image modeling confuses a related concept with the actual requirement. It does not satisfy the scenario because labeled examples and a discrete target call for supervised classification.,,,,,1,The decisive rule is that labeled examples and a discrete target call for supervised classification. Applying that rule identifies the correct response while excluding options that solve a different problem.,Fundamentals of AI and ML
"A product manager calls an application agentic because an LLM produces fluent answers. It returns one response and cannot call tools, retain state, or choose follow-up actions. Which description corrects this?",multiple-choice,"It is GenAI, not an agentic workflow that plans and uses tools",Correct. This option follows the decisive rule: generation alone does not make a workflow agentic.,It is deep learning only when the prompt has examples,Incorrect. Choosing It is deep learning only when the prompt has examples confuses a related concept with the actual requirement. It does not satisfy the scenario because generation alone does not make a workflow agentic.,It is reinforcement learning because temperature changes answers,Incorrect. Choosing It is reinforcement learning because temperature changes answers confuses a related concept with the actual requirement. It does not satisfy the scenario because generation alone does not make a workflow agentic.,It is traditional ML because it performs one inference,Incorrect. Choosing It is traditional ML because it performs one inference confuses a related concept with the actual requirement. It does not satisfy the scenario because generation alone does not make a workflow agentic.,,,,,1,The decisive rule is that generation alone does not make a workflow agentic. Applying that rule identifies the correct response while excluding options that solve a different problem.,Fundamentals of AI and ML
"A fraud classifier reports 99% accuracy, but only 1% of transactions are fraudulent and it predicts `not fraud` for every transaction. Which two interpretations are correct? (Choose two.)",multi-select,Overall accuracy is misleading on this imbalanced dataset,"Correct. A trivial majority prediction looks 99% accurate because the positive class is rare, so aggregate accuracy hides the failure that matters.",The classifier's recall for fraud is zero,"Correct. The model detects none of the actual fraudulent transactions, making true positives zero and recall for the fraud class zero.",The task requires clustering because labels are imbalanced,Incorrect. Choosing The task requires clustering because labels are imbalanced confuses a related concept with the actual requirement. It does not satisfy the scenario because class imbalance requires precision recall and F1 alongside accuracy.,Higher temperature will create better fraud predictions,Incorrect. Choosing Higher temperature will create better fraud predictions confuses a related concept with the actual requirement. It does not satisfy the scenario because class imbalance requires precision recall and F1 alongside accuracy.,,,,,"1,2",The decisive rule is that class imbalance requires precision recall and F1 alongside accuracy. Applying that rule identifies the correct response while excluding options that solve a different problem.,Fundamentals of AI and ML
A payroll system applies a statutory tax table whose inputs always produce one legally defined amount. Management proposes a model trained on last year's calculations. What is the best recommendation?,multiple-choice,Implement deterministic rules in conventional code,Correct. This option follows the decisive rule: exact published rules should remain deterministic.,Train regression to approximate the tax,Incorrect. Choosing Train regression to approximate the tax confuses a related concept with the actual requirement. It does not satisfy the scenario because exact published rules should remain deterministic.,Use clustering to discover brackets,Incorrect. Choosing Use clustering to discover brackets confuses a related concept with the actual requirement. It does not satisfy the scenario because exact published rules should remain deterministic.,Prompt a foundation model to calculate the tax,Incorrect. Choosing Prompt a foundation model to calculate the tax confuses a related concept with the actual requirement. It does not satisfy the scenario because exact published rules should remain deterministic.,,,,,1,The decisive rule is that exact published rules should remain deterministic. Applying that rule identifies the correct response while excluding options that solve a different problem.,Fundamentals of AI and ML
"A bank assigns each structured transaction to `fraud` or `legitimate`. Auditors require stable feature importance, and years of labeled examples are available. Which approach is most suitable?",multiple-choice,A supervised traditional classifier with explainability analysis,Correct. This option follows the decisive rule: focused traditional ML fits labeled structured targets and explainability needs.,A general-purpose FM prompted with transaction rows,Incorrect. Choosing A general-purpose FM prompted with transaction rows confuses a related concept with the actual requirement. It does not satisfy the scenario because focused traditional ML fits labeled structured targets and explainability needs.,Unsupervised clusters as final decisions,Incorrect. Choosing Unsupervised clusters as final decisions confuses a related concept with the actual requirement. It does not satisfy the scenario because focused traditional ML fits labeled structured targets and explainability needs.,A diffusion model trained on account histories,Incorrect. Choosing A diffusion model trained on account histories confuses a related concept with the actual requirement. It does not satisfy the scenario because focused traditional ML fits labeled structured targets and explainability needs.,,,,,1,The decisive rule is that focused traditional ML fits labeled structured targets and explainability needs. Applying that rule identifies the correct response while excluding options that solve a different problem.,Fundamentals of AI and ML
"A streaming service wants personalized movie rankings based on viewing behavior and item metadata, without building recommendation algorithms from scratch. Which service best fits?",multiple-choice,Amazon Personalize,Correct. This option follows the decisive rule: Amazon Personalize provides managed recommendations and personalized ranking.,Amazon Comprehend,Incorrect. Choosing Amazon Comprehend confuses a related concept with the actual requirement. It does not satisfy the scenario because Amazon Personalize provides managed recommendations and personalized ranking.,Amazon Transcribe,Incorrect. Choosing Amazon Transcribe confuses a related concept with the actual requirement. It does not satisfy the scenario because Amazon Personalize provides managed recommendations and personalized ranking.,Amazon Forecast,Incorrect. Choosing Amazon Forecast confuses a related concept with the actual requirement. It does not satisfy the scenario because Amazon Personalize provides managed recommendations and personalized ranking.,,,,,1,The decisive rule is that Amazon Personalize provides managed recommendations and personalized ranking. Applying that rule identifies the correct response while excluding options that solve a different problem.,Fundamentals of AI and ML
"A marketing team must summarize documents, draft campaign variants, and answer open-ended questions across changing topics. Which two traits favor an FM? (Choose two.)",multi-select,Several natural-language generation tasks are required,Correct. This option follows the decisive rule: breadth and instruction adaptability favor foundation models.,New instructions should work without retraining,Correct. This option follows the decisive rule: breadth and instruction adaptability favor foundation models.,Every output must be mathematically identical,Incorrect. Choosing Every output must be mathematically identical confuses a related concept with the actual requirement. It does not satisfy the scenario because breadth and instruction adaptability favor foundation models.,Only one fixed label from a table is needed,Incorrect. Choosing Only one fixed label from a table is needed confuses a related concept with the actual requirement. It does not satisfy the scenario because breadth and instruction adaptability favor foundation models.,,,,,"1,2",The decisive rule is that breadth and instruction adaptability favor foundation models. Applying that rule identifies the correct response while excluding options that solve a different problem.,Fundamentals of AI and ML
A data science team changes datasets and hyperparameters repeatedly but cannot reproduce the model that entered production three months ago. Which capability should be added first?,multiple-choice,"Version data, code, configurations, and model artifacts",Correct. This option follows the decisive rule: MLOps makes experiments and releases repeatable.,Increase endpoint instance size,Incorrect. Choosing Increase endpoint instance size confuses a related concept with the actual requirement. It does not satisfy the scenario because MLOps makes experiments and releases repeatable.,Replace the algorithm with an FM,Incorrect. Choosing Replace the algorithm with an FM confuses a related concept with the actual requirement. It does not satisfy the scenario because MLOps makes experiments and releases repeatable.,Save only final accuracy in a spreadsheet,Incorrect. Choosing Save only final accuracy in a spreadsheet confuses a related concept with the actual requirement. It does not satisfy the scenario because MLOps makes experiments and releases repeatable.,,,,,1,The decisive rule is that MLOps makes experiments and releases repeatable. Applying that rule identifies the correct response while excluding options that solve a different problem.,Fundamentals of AI and ML
"A model's offline accuracy is stable, yet customer complaints rise after a product-policy change and cost per resolved case doubles. Which conclusion is best?",multiple-choice,"Monitor business outcomes and data drift, not only accuracy",Correct. This option follows the decisive rule: technical and business metrics must be monitored together.,The model is healthy because accuracy is unchanged,Incorrect. Choosing The model is healthy because accuracy is unchanged confuses a related concept with the actual requirement. It does not satisfy the scenario because technical and business metrics must be monitored together.,Retrain daily regardless of input changes,Incorrect. Choosing Retrain daily regardless of input changes confuses a related concept with the actual requirement. It does not satisfy the scenario because technical and business metrics must be monitored together.,Use training loss as the only production metric,Incorrect. Choosing Use training loss as the only production metric confuses a related concept with the actual requirement. It does not satisfy the scenario because technical and business metrics must be monitored together.,,,,,1,The decisive rule is that technical and business metrics must be monitored together. Applying that rule identifies the correct response while excluding options that solve a different problem.,Fundamentals of AI and ML
"A startup can use a managed FM API or self-host an open model. It has two engineers, unpredictable demand, and no need to change model weights. Which initial path is better?",multiple-choice,Use the managed API to reduce operational burden,Correct. This option follows the decisive rule: managed APIs reduce time to production when customization is unnecessary.,Self-host to eliminate infrastructure work,Incorrect. Choosing Self-host to eliminate infrastructure work confuses a related concept with the actual requirement. It does not satisfy the scenario because managed APIs reduce time to production when customization is unnecessary.,Pre-train a new FM for full control,Incorrect. Choosing Pre-train a new FM for full control confuses a related concept with the actual requirement. It does not satisfy the scenario because managed APIs reduce time to production when customization is unnecessary.,Run production inference in notebooks,Incorrect. Choosing Run production inference in notebooks confuses a related concept with the actual requirement. It does not satisfy the scenario because managed APIs reduce time to production when customization is unnecessary.,,,,,1,The decisive rule is that managed APIs reduce time to production when customization is unnecessary. Applying that rule identifies the correct response while excluding options that solve a different problem.,Fundamentals of AI and ML
