Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A claims processor receives about 30,000 scanned repair invoices a day in mixed formats: printed line items, handwritten adjuster notes in the margin, and photographs of damaged parts stapled to the page. Downstream systems need a consistent JSON record with vendor, line items, totals, and a description of the visible damage. Which Foundry approach fits the requirement best?",multiple-choice,Configure an Azure Content Understanding analyzer that defines the target fields once and processes the document and image content into structured JSON for every invoice,"Correct. Content Understanding is the Foundry Tool built for multimodal extraction: you declare a field schema in an analyzer and it combines OCR, layout, and visual understanding to return the same structured JSON for every input, including handwriting and attached photos. Declaring the schema once is what makes 30,000 documents a day predictable instead of prompt-by-prompt guesswork.","Send each page as an image to a chat completion call with a prompt asking for the fields as JSON, and parse whatever the model returns","Freeform prompting a chat model can work for a demo, but it gives no schema contract, so field names and types drift between calls and parsing failures surface only downstream. It also ignores layout signals that a purpose-built analyzer uses to keep line items aligned with their totals.",Run the pages through an OCR-only text extraction step and pass the raw text to a small language model for field extraction,OCR-only extraction throws away exactly the information that makes this case hard: handwritten margin notes read poorly as flat text and the damage photographs contain no text at all. A text-only pipeline cannot produce the visual damage description the requirement calls for.,"Fine-tune a multimodal model on 5,000 labelled invoices so it learns the specific layouts used by the top vendors","Fine-tuning is heavy machinery for a problem the platform already solves declaratively, and a layout-specific fine-tune degrades the moment a vendor changes its invoice template. It also does nothing to guarantee schema-valid output, which is the actual downstream requirement.",,,,,1,"Mixed print, handwriting, and photo content that must land in a fixed JSON shape is the Content Understanding analyzer scenario. Declaring fields once gives schema stability across 30,000 documents a day that ad-hoc prompting cannot.",Plan and manage an Azure AI solution
"A benefits helpdesk assistant must answer from roughly 400 HR policy documents. Policies are revised every week by the HR team, answers must quote the exact clause and link to the source document, and an incorrect quotation is treated as a compliance incident. The team is debating how to give the model this knowledge. Which approach fits the constraints?",multiple-choice,"Index the documents in Azure AI Search and ground each answer with retrieved passages, returning the document link and clause as citations with the response","Correct. Retrieval keeps the knowledge outside the model, so a weekly policy revision is an index update rather than a model change, and the retrieved passage is the natural source of a verbatim clause plus its document link. Grounding on retrieved text is also what makes the citation checkable, which is the compliance requirement.",Fine-tune a chat model on the policy corpus each month so the knowledge is carried in the model weights and no retrieval hop is needed,"Fine-tuning teaches style and format far better than it teaches facts, and a monthly cycle guarantees the model is stale for up to four weeks against weekly revisions. Worse, weights carry no citation, so there is nothing to link a quoted clause back to.",Paste the full policy corpus into the system prompt of a long-context model so every answer sees all 400 documents,"Even where the context window physically fits, sending 400 documents on every question is enormously expensive per call, pushes latency up, and dilutes attention across mostly irrelevant policy text. It also gives no retrieval score to justify which clause was used.","Store the policies as few-shot examples in the prompt template, refreshing the examples whenever HR publishes a revision","Few-shot examples shape output format; they are not a knowledge store, and a handful of examples cannot represent 400 documents. This conflates demonstrating an answer style with providing the source material an answer must be grounded in.",,,,,1,Weekly-changing policies that must be quoted and linked are a retrieval-grounding problem. Fine-tuning and prompt-stuffing both fail the freshness and citation constraints that define this scenario.,Plan and manage an Azure AI solution
"A media company keeps 2.1 million documents in Azure Blob Storage; about 9,000 are added or edited each day. They need a searchable vector index kept close to current, and the platform team wants as little bespoke pipeline code as possible. Which indexing approach should they choose?",multiple-choice,"Configure an Azure AI Search indexer with a skillset that performs integrated vectorization on a schedule, relying on change tracking to process only new and modified blobs","Correct. An indexer with a skillset gives you chunking and integrated vectorization inside Azure AI Search, and blob change tracking means each scheduled run touches only the roughly 9,000 changed documents rather than all 2.1 million. That is both the cheapest incremental path and the least custom code to own.","Write a nightly job that reads every blob, calls the embeddings deployment for each document, and pushes the full corpus to the index with the push API","A full nightly re-embed of 2.1 million documents burns embedding tokens on unchanged content every single night and takes a long maintenance window. The push API is the right choice when you need custom transforms, not when the platform already offers change-tracked incremental indexing.",Have the application embed and upload each document at query time so the index is only populated for content users actually ask about,"Embedding at query time means the first user to ask about a document gets a miss, so the index is permanently incomplete and recall depends on query history. It also puts embedding latency directly on the user's request path.",Store the documents as agent knowledge files and let the agent re-read the blob container on each run instead of maintaining an index,"Re-reading a 2.1 million document container on every agent run is not a retrieval strategy — there is no ranking, no incremental update, and enormous per-run cost. Knowledge files suit small curated sets, not a corpus of this size.",,,,,1,Large corpora with a small daily delta call for an Azure AI Search indexer plus skillset with integrated vectorization and change tracking. Nightly full re-embeds and query-time indexing both pay repeatedly for work already done.,Plan and manage an Azure AI solution
"A legal knowledge agent must serve four practice groups from one corpus of 180,000 documents. Each document carries a group access list, and a user must never receive content from a group they do not belong to — not even as a summary. The team is choosing between agent file search over uploaded files and an Azure AI Search connection. Which design satisfies the access requirement?",multiple-choice,"Index the documents in Azure AI Search with a group field, and have the application pass the caller's groups as a search filter on every retrieval so restricted documents are never returned",Correct. Security trimming works by never retrieving what the caller may not see: a group field on each document plus a filter derived from the authenticated caller's identity makes the restriction a query-time predicate the model cannot talk its way around. Enforcement happens before any restricted text reaches the prompt.,"Upload all 180,000 documents to a single agent file search store and add an instruction telling the agent to ignore documents the user is not entitled to see","An instruction is a request, not an access control — the restricted text is already in the model's context, so a prompt injection, an ambiguous question, or plain model error can leak it. Access decisions must not be delegated to model compliance.","Upload the documents to file search and post-process the model's answer, removing any sentence that cites a document outside the caller's groups","Filtering the output after generation means the restricted content was retrieved, sent to the model, and influenced the answer even if a citation is stripped. Summaries and paraphrases carry the leaked information without the citation the filter looks for.",Index everything in Azure AI Search without an access field and rely on a content filter policy to block responses that contain restricted material,Content filters classify harmful content categories such as hate or violence; they have no notion of who the caller is or which practice group owns a document. This misapplies a safety control to an authorization problem.,,,,,1,"Per-user entitlements are enforced by filtering the retrieval query on document metadata, so restricted content never enters the context. Instructions, output scrubbing, and content filters all operate after the leak has already happened.",Plan and manage an Azure AI solution
"A trading-desk copilot runs a steady 1.4 million tokens per minute during market hours with a contractual p99 latency ceiling, and it currently sits on a Standard deployment where latency varies noticeably under load. Twice a week an unpredictable news event pushes demand roughly 40% above the steady baseline for a few minutes. What deployment configuration best meets both the latency ceiling and the spikes?",multiple-choice,Provision a Provisioned Throughput deployment sized to the steady baseline and enable spillover to a Standard deployment so overflow traffic is served during spikes,"Correct. Provisioned throughput gives the dedicated, predictable latency the contractual p99 requires for the steady load, and spillover routes the overflow that exceeds provisioned capacity to a Standard deployment instead of returning errors. Sizing to baseline rather than peak is what keeps the reservation economical.",Provision a Provisioned Throughput deployment sized for the twice-weekly peak so the reserved capacity never runs out,"Sizing reserved capacity to a peak that occurs for a few minutes twice a week means paying full time for capacity that idles almost always. Provisioned throughput is a commitment, so overprovisioning is a pure cost decision with no latency benefit at baseline.",Keep the Standard deployment and add aggressive client-side retries with exponential backoff to absorb the spikes,"Retries with backoff make a client survive throttling; they do nothing for the p99 latency ceiling and in fact add latency to the very requests that were slow. Standard deployments share capacity, which is the source of the variance being complained about.",Create three Standard deployments of the same model and round-robin requests across them to smooth the latency distribution,"Multiple Standard deployments draw on the same regional quota pool for the subscription, so this does not multiply available capacity and shared-capacity variance persists. It adds routing complexity while leaving the latency guarantee unmet.",,,,,1,Provisioned throughput sized to steady load plus spillover to Standard meets a latency SLA without paying for peak capacity full time. Retries and extra Standard deployments do not change shared-capacity latency behaviour.,Plan and manage an Azure AI solution
"A regulated healthcare summarizer passed validation against a specific model version and the evidence pack cites that version. Six weeks later the clinical review board reports that outputs changed format overnight; the deployment's version upgrade policy is set to auto-update to default, and the model's default version had rolled forward. What should the team configure going forward?",multiple-choice,Pin the deployment to a specific model version and introduce a controlled process that validates each new version on a separate deployment before switching production over,"Correct. Pinning the version makes the production deployment immutable with respect to Microsoft's default-version rollouts, which is what a validated, evidence-backed clinical workflow requires. Validating the next version on a parallel deployment first turns the upgrade into a deliberate, testable release rather than an overnight surprise.",Leave auto-update enabled but add a nightly regression test that alerts the team when the output format changes,"A nightly regression test detects the change after users have already received differently formatted summaries, and in a regulated workflow that is a documented incident. Detection is valuable, but it does not substitute for preventing an unreviewed model change in production.",Set the deployment to auto-update but lower temperature to zero so the newer version produces the same output as the validated one,Temperature controls sampling randomness within one model version; it cannot make a newer version reproduce an older one's formatting or behaviour. This confuses run-to-run variance with version-to-version change.,Create a second deployment of the same model version and load balance across both so an upgrade only affects half the traffic,"Load balancing across two deployments of the same version does nothing once the default version rolls forward, because the same auto-update policy applies to both. It halves nothing and adds a second thing to manage.",,,,,1,"Pin the model version for validated workloads and qualify each new version on a separate deployment before promoting it. Auto-update plus monitoring detects the change only after users are affected, and sampling settings cannot mask a version difference.",Plan and manage an Azure AI solution
"Security requires that a Foundry resource be reachable only from the company's virtual network. You created a private endpoint for the resource in the app subnet and disabled public network access. From a VM in that VNet, calls now fail during connection setup, and nslookup for the resource host returns a public IP address in the 20.x range. What is missing?",multiple-choice,"The private DNS zone for the service is not linked to the virtual network, so the host name is still resolving to the public endpoint instead of the private IP","Correct. A private endpoint gives the resource a private IP, but clients only use it if name resolution returns that IP — which requires the matching privatelink DNS zone to contain the A record and to be linked to the VNet. A public IP in the nslookup result is the definitive signature of the missing zone link.","The application is missing a role assignment on the Foundry resource, which is why the connection is refused after public access was disabled","An authorization problem surfaces as an HTTP 403 after a connection and a successful token exchange, not as a failure during connection setup with a public IP in DNS. This misreads a network-layer symptom as an RBAC one.","The private endpoint needs public network access left enabled until the DNS records propagate, so disabling it too early breaks resolution",Private DNS records are created with the private endpoint and do not need public access as a fallback while they settle; leaving public access on would merely mask the resolution bug. The design goal was to close the public path in the first place.,"The subnet is missing a service endpoint for Azure AI services, which is what rewrites the host name to the private address",Service endpoints and private endpoints are different mechanisms: service endpoints keep traffic on the Azure backbone from the subnet but do not create a private IP or change DNS resolution. Only the private DNS zone makes the host name resolve privately.,,,,,1,"Private endpoints require the corresponding privatelink private DNS zone to be linked to the VNet, or clients keep resolving the public IP. Public-IP resolution is a DNS symptom, not an RBAC or service-endpoint one.",Plan and manage an Azure AI solution
"A team promotes changes to a customer-facing Foundry application every sprint, and the last two releases regressed answer groundedness without anyone noticing until support tickets arrived. They want the release pipeline itself to catch this class of regression before all users are exposed. Which two pipeline practices should they add? (Choose two.)",multi-select,"Run an automated evaluation of the release candidate against a versioned golden dataset in the pipeline, failing the stage when scores such as groundedness fall below an agreed threshold","Correct. A golden dataset plus quality evaluators turns groundedness into a measurable gate a build can fail, which is the only way a pipeline catches a regression automatically. Versioning the dataset means the threshold comparison is like-for-like across releases rather than drifting with the test data.",Roll the release out to a small percentage of traffic first and compare production quality and safety signals against the current version before completing the rollout,"Correct. Offline evaluation cannot cover every real query distribution, so a staged or canary rollout with production quality and safety signals compared against the incumbent limits exposure while giving real-world evidence. It is the natural complement to a pre-deployment gate.",Increase unit test coverage of the application's Python code until every prompt-building function is exercised by a test,Unit tests verify that prompt-building code does what the developer intended; they say nothing about whether the resulting answers are grounded in the retrieved sources. Perfect coverage of deterministic code is compatible with a serious quality regression.,Require two human reviewers to approve the prompt diff in the pull request before the release is allowed to proceed,"Human review of a prompt diff is useful hygiene but is a subjective judgement made without measurement, and reviewers are exactly who missed the last two regressions. It adds latency to releases without producing a score anyone can compare.",,,,,"1,2","Catch generative regressions with an automated evaluation gate against a versioned golden dataset, then limit exposure with a canary rollout compared to the incumbent. Code coverage and human prompt review do not measure answer quality.",Plan and manage an Azure AI solution
"Finance reports that the AI platform's monthly bill grew from $22,000 to $61,000 across a quarter. Four internal applications share one Foundry resource, and nobody can say which application drove the increase because every app authenticates with the same resource key and calls the same deployment. What should the platform team do first?",multiple-choice,"Give each application its own deployment and identity, then use Azure Monitor metrics for token usage split by deployment to attribute spend before deciding what to optimize","Correct. You cannot optimize what you cannot attribute, and per-application deployments with distinct identities make processed-token metrics in Azure Monitor break down by consumer. Once one application is identified as the growth driver, the optimization — caching, a smaller model, prompt trimming — can be targeted instead of guessed.",Halve the max_tokens setting on the shared deployment so every application's responses get cheaper immediately,Cutting max_tokens across all four applications truncates legitimate long answers for every consumer to address a cost driver that has not been identified. It is an untargeted quality regression justified by an assumption.,"Move all four applications to a smaller model, since the increase is clearly driven by model choice","Model choice may be part of the story, but nothing in the evidence supports it, and forcing four different workloads onto a smaller model risks quality failures in the ones that needed the larger model. Diagnose the growth before changing every application's model.","Set a budget alert on the subscription so finance is notified when spend passes $50,000 next month","A budget alert tells you the bill grew again next month, which is already known; it produces no attribution and no reduction. Alerting is a useful backstop but is not a first step towards cost control.",,,,,1,"Separate deployments and identities per application so Azure Monitor token metrics attribute spend, then optimize the actual driver. Blanket parameter cuts and model downgrades trade quality for savings without evidence.",Plan and manage an Azure AI solution
"After a content migration, users of a knowledge assistant complain that recently published articles are never cited and some answers reference material that was deleted weeks ago. The Azure AI Search index is refreshed by a scheduled indexer with a skillset. Which two monitoring signals should the team put in place to catch this class of problem going forward? (Choose two.)",multi-select,Alert on indexer execution history showing failed or skipped documents and on the gap between source document count and indexed document count,Correct. Silent indexer failures and document-count divergence are the direct explanation for both symptoms — new articles never arrived and deleted ones were never removed — and both are visible in indexer execution history and count comparisons. This is the ingestion-health half of the problem.,"Track retrieval quality over a fixed set of golden queries with known correct documents, alerting when ranking metrics regress after an index refresh","Correct. A golden query set with known relevant documents converts relevance into a number that can be compared before and after each refresh, so a degradation in what gets retrieved is caught even when the pipeline reports success. This is the relevance half of the problem.",Alert whenever the search service's query volume per minute changes by more than 10% week over week,"Query volume measures user demand, not index correctness — an index can be badly stale while traffic is perfectly flat. It would alert on marketing campaigns and holidays rather than on ingestion faults.","Alert whenever the average length of indexed documents changes, since content changes usually show up as length changes first",Average document length is a weak and noisy proxy that moves for entirely benign editorial reasons and would not budge when a handful of new articles fail to index. It monitors a statistic nobody has tied to the failure mode.,,,,,"1,2","Monitor indexer execution history and document-count parity for ingestion health, and a golden query set with ranking metrics for relevance. Traffic volume and document-length statistics are unrelated to whether the index is complete or ranking correctly.",Plan and manage an Azure AI solution
