Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Priya, a marketing manager at a national retail chain, asks Claude to ""write something about our summer sale"" and receives a generic paragraph that mentions none of her products or promotions. What change to her prompt would most improve the result?",multiple-choice,"Specify the audience, the channel, the tone, and the key sale details Claude should feature","Correct. An effective prompt supplies the context the model cannot guess: who the message is for, where it will run, the desired tone, and the concrete facts to include. Claude produces generic output when the request is generic, so specificity in the prompt is the primary quality lever.",Resubmit the same request several times and choose the best of the responses,"Tempting because regeneration sometimes yields a nicer draft, but every retry of a vague prompt samples from the same vague request. Without added context the outputs will vary in wording, not in relevance, so this wastes time without addressing the root cause.",Ask Claude to make the copy longer and more creative than the first version,"Length and creativity instructions change style, not substance. The draft failed because Claude had no product, promotion, or audience details to work with, and asking for more words from the same missing inputs just produces a longer generic paragraph.",Switch to a more capable model and send the identical one-line request again,"Model capability is not the constraint here; even the most capable model cannot know Priya's sale dates, products, or brand voice unless the prompt provides them. Upgrading the model while keeping a one-line request treats a prompt problem as a model problem.",,,,,1,"Specific context in, specific output out: effective business prompts state the audience, purpose, format, tone, and key facts rather than leaving Claude to guess them.",Prompting and Task Execution
"Bram, an HR coordinator at an architecture firm, uses Claude to draft the annual benefits open-enrollment announcement. Every draft forces the same cleanup: he strips out speculation about future benefit changes, references to salary bands, and dense legal terminology. How should he improve his prompt?",multiple-choice,Regenerate the draft until a version appears that happens to leave those elements out,"Regeneration draws repeatedly from the same request, and nothing in that request tells Claude those elements are unwanted. The problematic content will keep reappearing because the model has never been told it is out of bounds.","Add explicit boundaries to the prompt: no speculation about future benefit changes, no salary references, and no legal terminology","Correct. Effective prompts define boundaries as well as goals: stating what must be excluded — off-limits topics, banned terminology, content that creates risk — prevents the recurring cleanup at the source. Exclusions Claude cannot guess must be written into the request.",Make the whole request shorter so there is simply less generated text to clean up afterward,"Shortening the request reduces guidance, not unwanted content. A briefer prompt gives Claude even less information about what belongs and what does not, so the speculation and jargon are just as likely to appear in a shorter draft.",Ask for a formal legal register throughout so the announcement stays on the safe side,A legal register is the opposite of what an employee announcement needs and directly worsens one of his three recurring problems. Tone instructions do not communicate exclusions; the off-limits content has to be named.,,,,,2,"State what must be excluded, not only what to include: prompt boundaries around off-limits topics and banned jargon prevent recurring cleanup that inclusion-only instructions cannot.",Prompting and Task Execution
"Dana, a project manager at a fintech firm, asks Claude in a single prompt to produce a complete 30-page vendor evaluation report covering requirements, scoring, risk, and recommendations. The output is shallow and uneven across sections. What is the best way to restructure the work?",multiple-choice,"Break the report into stages — outline first, then each section in turn using the agreed outline — and assemble the results","Correct. Task decomposition breaks a large deliverable into sequenced subtasks, letting each step get focused attention and letting Dana review and steer at each stage. An approved outline then anchors every section, producing depth and consistency a single mega-prompt cannot.",Repeat the same single prompt but add an instruction demanding more depth and detail in every section,"Demanding more depth does not change the structural problem: one prompt asking for everything forces the model to spread attention thinly across many sections at once. The instruction may add words, but the unevenness comes from task size, not from insufficient enthusiasm.",Switch to the most capable model available and resubmit the original all-in-one request unchanged,"A stronger model helps with harder reasoning, but the failure here is workload structure, not capability. Any model asked to produce 30 pages spanning many topics in one pass will trade depth for coverage, so the mega-prompt problem follows the request to the new model.",Ask Claude to write the report twice and combine the strongest paragraphs from each version,"Merging two shallow drafts still yields shallow content, because both versions were produced under the same overloaded, single-shot request. This doubles the effort and creates a stitching problem without ever giving any section the focused treatment it needs.",,,,,1,Decompose big deliverables into reviewable stages: an outline-then-sections sequence gives each part focused attention and creates checkpoints for course correction.,Prompting and Task Execution
"Nadia, a finance coordinator at a theater company, ran a three-step Claude workflow: extract ticket-sales data from box-office exports, categorize it by production, then build attendance projections. The final projections were wrong because the extraction step misread one export. How should she structure the workflow next time?",multiple-choice,"Review each step's output before it becomes input to the next step, since errors compound as they flow downstream",Correct. The value of decomposing work into steps is that each step produces an inspectable intermediate output. Verifying at each handoff catches an error where it is cheapest to fix — at its source — instead of letting a misread export silently corrupt every downstream calculation.,Run the entire three-step chain twice from the start and compare only the final projections for agreement,"Two runs can misread the same export the same way, and comparing only the endpoints tells her that something differs without telling her where or why. This doubles the work while discarding the main benefit of a staged workflow: visibility between steps.",Add an instruction asking Claude to double-check all of its work once at the very end of the chain,"An end-of-chain self-check asks the model to find an error it has already built the projections on top of, with the original misreading buried two steps back. Verification is most reliable at each handoff, against the source, not retrospectively over the finished product.","Concentrate her checking on the final projections, since that is the only output anyone will actually use",Checking only the final output is exactly what failed this time: the projections looked internally coherent while resting on corrupted inputs. Downstream outputs cannot be validated in isolation from the intermediate data they were built from.,,,,,1,"Verify at every handoff between steps: staged workflows exist so intermediate outputs can be checked before they feed the next step, where one early error would corrupt everything downstream.",Prompting and Task Execution
"Tomás, a communications lead at a public utility, receives a first draft from Claude that is too formal and omits two key talking points from the source brief. What is the most effective next step to improve the output?",multiple-choice,Reply in the same chat with specific feedback: name the tone shift needed and the two missing points to add,"Correct. Iteration works best as a targeted feedback loop: keep the conversation context, state exactly what is wrong, and say what good looks like. Claude can then revise precisely rather than guess, and each round moves the draft measurably closer to the goal.","Open a brand-new chat and submit the original prompt again, hoping the next draft lands closer","Starting fresh throws away the conversation context and the diagnostic information Tomás now has. The original prompt produced this draft once and will likely produce similar problems again, because nothing about the request has changed.",Click regenerate on the same message repeatedly until a version appears that fixes both problems,"Regeneration is a lottery, not a correction: the model receives no information about what was wrong, so fixes to both issues appearing together by chance is unlikely. Specific feedback converges faster than repeated random draws.",Accept the draft as a starting point and rewrite the tone and missing content entirely by hand,"Manual rewriting forfeits the speed advantage of working with Claude and teaches the model nothing for next time. A one-sentence revision request would fix both issues in seconds; hand-editing is the fallback for final polish, not the first response to a fixable draft.",,,,,1,"Iterate with specific, directive feedback: telling Claude exactly what to change and why beats regenerating or restarting, because feedback carries information that a retry does not.",Prompting and Task Execution
"Malik, a proposal manager at a construction firm, has a Claude-drafted executive summary that is about 80 percent right and needs a few rounds of refinement before the bid deadline. Which two practices will make his iteration most effective? (Choose two.)",multi-select,Open a fresh conversation for every revision round so the context stays clean and uncluttered,"Tempting because clean context sounds tidy, but each new conversation discards the draft, the feedback history, and the shared understanding built so far. Refinement depends on continuity; restarting every round forces Claude to reconstruct what was already settled.",Tell Claude explicitly which sections are working and must stay unchanged while it revises the rest,Correct. Protecting what works is half of good iteration: naming the sections to preserve stops the frustrating pattern where a revision fixes one problem while quietly rewriting the parts that were already right. Feedback should direct change and anchor the rest.,"Define up front what the finished summary must accomplish, so he can tell when iteration is done","Correct. Defining success criteria before iterating gives the loop a finish line: Malik can measure each round against what the summary must accomplish and stop when it does. Without an endpoint, iteration drifts into endless subjective polishing under deadline pressure.",Regenerate the draft several times per round and choose whichever version happens to read strongest,"Regeneration substitutes chance for direction — none of the variants receives any information about what was wrong with the last one. With 80 percent of the draft already right, random redraws risk losing the good material while hunting for the fix.",,,,,"2,3",Anchor what works and define when you're done: effective iteration protects the parts that already succeed and measures each round against pre-defined success criteria.,Prompting and Task Execution
"Renata, a policy officer at a city government, uses the same tightly constrained prompt style for everything. When she asks Claude to brainstorm community engagement ideas, she gets three safe, narrow suggestions. How should she adapt her prompting for this task type?",multiple-choice,"Ask open-endedly for a large, diverse set of ideas, explicitly inviting unconventional options and deferring evaluation to a later step","Correct. Brainstorming rewards breadth first and judgment later: asking for many varied ideas, welcoming unusual ones, and postponing critique widens the option space. Constraints and evaluation belong in a follow-up step where the promising ideas get developed.",Add even more constraints so Claude understands precisely which kinds of ideas are acceptable,"Tempting because constraints improved her analytical work, but brainstorming is the task type where heavy constraints backfire. Narrowing the request further guarantees more of the same safe, narrow output she is trying to escape.",Ask Claude to produce the single best idea with full supporting detail rather than a scattered list,"Asking for one polished idea collapses the exploration phase entirely. The value of brainstorming is generating volume and variety to choose from; converging on a single answer is a later step, after breadth has been generated.",Request citations for each idea so the brainstorm output is grounded in verified sources,"Citations are a research-task adaptation, not a brainstorming one. Requiring sources for creative suggestions anchors the model to what is already documented and suppresses exactly the novel thinking a brainstorm exists to produce.",,,,,1,"Diverge before you converge in creative tasks: brainstorming prompts should maximize quantity and variety with judgment deferred, the opposite of the constraint-heavy style that suits analysis.",Prompting and Task Execution
"Margaux, a development director at a maritime museum, asks Claude to research ""trends in donor giving"" ahead of a board strategy session and receives a generic overview that could apply to any nonprofit anywhere. How should she adapt her prompting for this research task?",multiple-choice,"Ask the same broad question several more times, requesting more depth and detail with each pass","Depth applied to an unscoped question produces a longer generic overview, not a more relevant one. The problem is that ""donor giving trends"" spans every cause, geography, and gift size; repetition cannot narrow what the prompt never narrowed.",Request the findings as a tight bullet list so the board can absorb the trends quickly,Formatting is downstream of relevance — a generic overview compressed into bullets is still generic. Choosing the output shape before fixing the research scope polishes the wrong layer of the task.,Reframe the request as a brainstorm so Claude generates a wider range of interesting possibilities,"Brainstorming optimizes for imaginative variety, but Margaux needs grounded findings about what is actually happening among real donors. Swapping research for ideation replaces unscoped facts with unscoped speculation.","Scope the research request precisely: the timeframe, the region, the donor segment that matters, and the board decision the findings will inform","Correct. Research prompting begins with scoping the question: bounding the timeframe, geography, and donor segment, and stating the decision the research serves. A scoped question lets Claude filter for relevance and produces findings the board can actually act on.",,,,,4,"Scope the research question before asking it: bounded timeframe, geography, segment, and the decision at stake let research return relevant findings instead of generic overviews.",Prompting and Task Execution
"Sofia, an operations analyst at a retail chain, asks Claude to summarize a 40-page supplier contract before a renewal meeting. The summary reads fluently and confidently. What is the most appropriate way to evaluate it before relying on it?",multiple-choice,"Check the summary against the original contract, confirming the critical clauses — pricing, termination, penalties — are covered and stated correctly","Correct. Evaluating an output means checking it against the source and against the task requirements: are the decision-critical clauses present, and are they represented accurately? Fluency is a property of the writing, not evidence about the underlying contract, so verification must go back to the original document.","Accept it, since a fluent and well-organized summary indicates the source was understood correctly","Tempting because polished prose feels trustworthy, but fluency and confidence are exactly how a flawed summary presents itself too. Language models write smoothly whether or not they captured the source correctly, so readability is not an accuracy signal.",Ask Claude whether it missed anything important and rely on its answer as the completeness check,"Asking the model to audit its own work reuses the same process that produced any errors, and a model that missed a clause typically does not know it missed it. Self-assessment can prompt useful additions but cannot substitute for checking against the source.",Compare the summary's length to the contract's length to confirm an appropriate level of detail,Length is a surface proxy that says nothing about whether the right content survived compression. A summary can be appropriately sized yet omit the termination clause that decides the renewal negotiation.,,,,,1,"Verify against the source, not against fluency: evaluating an output means comparing it to the original material and the task's requirements, because polish is not proof.",Output Evaluation and Validation
"Femi, a program coordinator at a job-training nonprofit, uploads sixty participant survey responses and asks Claude for a thematic summary. Claude returns a tidy five-theme write-up. What should Femi do to evaluate the summary's completeness before reporting it to funders?",multiple-choice,"Accept the summary, since the five themes match his general impression of what participants say","Matching his impressions is weak evidence — his impressions and the model's summary can share the same blind spots. A funder-facing report needs the summary checked against the actual responses, not against what he already expected to hear.","Check coverage: ask which responses support each theme and spot-check that the full set of sixty is actually reflected, since models can quietly base a summary on only part of a large input",Correct. Completeness evaluation for a bulk input means confirming the whole input was actually represented. Mapping themes back to specific responses and spot-checking exposes silent partial coverage — a known failure mode where a fluent summary quietly rests on a fraction of the material.,Rerun the identical prompt and treat the reappearance of the same five themes as confirmation,"A second run of the same prompt can under-read the input in the same way the first did. Stability across runs measures consistency of the process, not coverage of the sixty responses; a repeated omission still looks like agreement.",Ask Claude whether it read all sixty responses and accept its confirmation as the completeness check,"A model that under-weighted the later responses typically has no reliable awareness of having done so, and will affirm diligence either way. Self-report is not evidence; coverage has to be demonstrated against the actual response set.",,,,,2,"Confirm the whole input made it into the output: for bulk summaries, completeness means demonstrated coverage traceable to specific inputs, not fluency or self-report.",Output Evaluation and Validation
