Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A containerized FastAPI app on App Service needs an Azure OpenAI endpoint URL, which is not sensitive, and an API key that the security team requires to stay in Azure Key Vault with no copy in the app configuration or the image. The team wants the running container to read both as ordinary environment variables. Which two configuration steps achieve this? (Choose two.)",multi-select,Add an app setting whose value is `@Microsoft.KeyVault(SecretUri=https://ttnkv.vault.azure.net/secrets/openai-key/)` for the key,"Correct. A Key Vault reference in an app setting keeps the secret in the vault: App Service resolves the `SecretUri` at startup and injects the resolved value as an environment variable, so the app code reads it exactly like any other setting and nothing sensitive lands in configuration or the image.",Enable a managed identity on the Web App and grant it permission to get secrets from that Key Vault,"Correct. Key Vault references are resolved using the app's managed identity, so without an identity that holds a get-secrets permission (an RBAC role such as Key Vault Secrets User, or an equivalent access policy) the reference fails to resolve and the setting surfaces as empty. Identity plus permission is the half that makes the reference work.",Add the endpoint URL as a plain app setting so it is injected into the container as an environment variable,"This is a perfectly reasonable way to supply the non-secret endpoint, but the question asks for the two steps that satisfy the stated constraint, and the constraint is about keeping the key in Key Vault. A plain app setting is the fallback for non-secret values, not part of the secret-handling mechanism being tested.",Bake the endpoint URL into the Dockerfile with an `ENV` instruction and mount the Key Vault as a volume in the container,Baking configuration into the image with `ENV` defeats the purpose of environment-specific settings — the same image can no longer be promoted from test to production — and App Service does not offer a Key Vault volume mount for Web Apps. The supported path is Key Vault references resolved by managed identity.,,,,,"1,2",Use a `@Microsoft.KeyVault(SecretUri=...)` app setting together with a managed identity that can read the vault. App Service resolves the reference and hands the container an ordinary environment variable.,Develop containerized solutions on Azure
"A developer on an Apple Silicon laptop builds and pushes `embedder:1.4` with local Docker. The image runs fine on the laptop, but the Linux App Service container log shows `exec /usr/local/bin/python: exec format error` and the site never starts. What is the most reliable fix?",multiple-choice,Build the image in the cloud with `az acr build --platform linux/amd64 --registry ttnacr --image embedder:1.4 .` so the artefact matches the App Service architecture,Correct. `exec format error` is the kernel refusing to run a binary compiled for a different CPU architecture: the laptop produced a linux/arm64 image while App Service runs linux/amd64. Building with ACR Tasks and an explicit `--platform linux/amd64` produces the right artefact and removes the developer machine's architecture from the equation.,Increase `WEBSITES_CONTAINER_START_TIME_LIMIT` so the container has longer to finish extracting its layers before the platform gives up,"The start-time limit governs how long the platform waits for the container to respond after it starts, and raising it is the standard remedy for slow model warm-up. Here the process never executes at all, so no amount of extra waiting changes the outcome.","Set `WEBSITES_PORT` to the port the application listens on, because the platform aborts startup when it cannot complete its port probe","A missing or wrong `WEBSITES_PORT` is a very common App Service container failure, and it does produce a site that never comes up. But the symptom differs: the container would run and the platform would fail to reach it, whereas this log shows the entrypoint binary itself failing to execute.",Restart the Web App and clear the container cache so the corrupted layer downloaded during the push is fetched again,"This assumes layer corruption, which registries make effectively impossible because content is addressed and verified by digest on both push and pull. The image is intact; it is simply built for the wrong architecture.",,,,,1,`exec format error` means an architecture mismatch. Build with `az acr build --platform linux/amd64` so the image matches the Linux App Service hosts rather than the ARM developer machine.,Develop containerized solutions on Azure
"Your registry has grown to 900 GB, dominated by untagged manifests left behind by continuous integration, while a regulator requires that any image tag referenced by a production release can never be altered or deleted for twelve months. Which two registry configurations meet both goals? (Choose two.)",multi-select,Enable the untagged-manifest retention policy on the Premium registry so orphaned manifests are purged after a set number of days,"Correct. The retention policy targets precisely the garbage that continuous integration creates — manifests that no longer carry any tag — and deletes them automatically after the configured window, which reclaims the bulk of the 900 GB without touching tagged releases.",Lock production tags with `az acr repository update --image api:2026.04.1 --write-enabled false --delete-enabled false`,"Correct. Disabling write and delete on a specific tagged image makes it immutable: it cannot be overwritten by a later push nor removed, which is what a twelve-month retention obligation on released artefacts requires.",Set the registry to the Basic tier so its lower included storage forces the pipeline to push fewer images,"Registry tiers differ in included storage, throughput and features, and exceeding the included storage simply incurs charges rather than blocking pushes. Downgrading would also remove geo-replication and the retention policy itself, which is the opposite of what is needed.",Disable anonymous pull on the registry so that only authenticated principals can overwrite existing production tags,"Anonymous pull, when enabled, grants unauthenticated read access only; turning it off is good hygiene but never governed the ability to overwrite a tag. Push and delete have always required authentication, so this changes nothing about tag mutability.",,,,,"1,2",Purge untagged manifests with a retention policy and lock released tags with `--write-enabled false --delete-enabled false`. Cost cleanup and compliance immutability are two different registry controls.,Develop containerized solutions on Azure
"A team wants the registry itself to run their unit tests inside the freshly built image and to push the image only when those tests pass, so a broken artefact never reaches a tag that deployments can reference. They already use ACR Tasks and have no build agents. What should they implement?",multiple-choice,"A multi-step ACR task defined in a YAML task file with build, cmd and push steps, executed by `az acr run -f task.yaml .`","Correct. Multi-step tasks exist to express build-test-push as an ordered pipeline inside ACR: the `build` step produces the image, a `cmd` step runs the tests in that image, and the `push` step executes only if the preceding steps succeed. No external agents are involved and nothing is published unless the tests pass.","A single `az acr build` invocation, relying on the Dockerfile's `RUN pytest` layer to abort the build when tests fail","Running tests as a Dockerfile layer does fail the build on a non-zero exit, so the instinct is sound, but it welds test execution into the shipped image's build graph — test dependencies and fixtures become part of the artefact or force a more convoluted multi-stage layout. The task file keeps testing as a separate step against the built image.",An ACR webhook that calls the test pipeline after the push and deletes the tag again if the test run reports a failure,"This is a compensating control rather than a gate: the bad tag exists in the registry for the duration of the test run, and any deployment that fires in that window pulls it. Deleting afterwards cannot un-deploy what already pulled.",A quarantine pull on the registry so untested images are pushed but marked unavailable until a reviewer approves them manually,"This describes a manual approval workflow that contradicts the stated goal of an automated gate, and it inverts the requirement by publishing first and vetting later. The team asked for tests to run before the image becomes referenceable.",,,,,1,"Define a multi-step ACR task with build, cmd and push steps and run it with `az acr run -f task.yaml .`. The push only happens if the test step succeeds, so broken images never reach a deployable tag.",Develop containerized solutions on Azure
"After a security incident, the Cosmos DB key referenced by an App Service container was rotated in Key Vault and a new secret version was created. The app setting uses `@Microsoft.KeyVault(SecretUri=https://ttnkv.vault.azure.net/secrets/cosmos-key/8f0c1a...)`, and the container keeps failing to authenticate hours later. What is the cause?",multiple-choice,"The reference pins a specific secret version, so it keeps resolving the old value; use a version-less secret URI and restart the app to pick up the current version","Correct. A `SecretUri` that includes a version identifier is an explicit pin to that immutable version, and rotation creates a new version that the pinned reference will never see. Omitting the version makes the reference track the current version, and restarting the app forces a fresh resolution.","Key Vault references are resolved only at Web App creation time, so the app must be recreated for any secret change to take effect","References are resolved when the app starts and are periodically refreshed thereafter, not frozen at resource creation — otherwise no secret could ever be rotated without rebuilding the app. This overstates a real caching behaviour into an absolute.","The app's managed identity lost its role assignment when the secret was rotated, so the reference now silently resolves to the previous cached value","Rotating a secret creates a new version within the same vault; it does not alter role assignments on the identity. And a permission failure would surface as an unresolved, empty setting rather than a stale-but-valid credential.","App Service caches resolved Key Vault references for 24 hours by design, so the team must wait out the cache before the new key is used","There is a refresh interval for resolved references, which is why a restart is the reliable way to force re-resolution, but no fixed 24-hour cache would explain this. The reference is pinned to a version, so waiting any length of time changes nothing.",,,,,1,"A versioned `SecretUri` pins the old value forever. Use a version-less secret URI so rotation is picked up, and restart the app to force immediate re-resolution.",Develop containerized solutions on Azure
"Your governance model requires that the image running in production is bit-for-bit the artefact that passed testing in the development registry, and that production never rebuilds from source. Both registries are in the same subscription and the pipeline agent has no Docker daemon available. How should the release promote the image?",multiple-choice,Run `az acr import --name prodacr --source devacr.azurecr.io/scoring:2026.04.1 --image scoring:2026.04.1` to copy the artefact between registries,"Correct. `az acr import` copies an image directly between registries server-side, preserving the manifest and digest, and it needs no Docker daemon on the agent. The production registry ends up holding exactly the artefact that was tested, which is what the governance rule requires.",Run `az acr build` against the production registry using the same commit so the tag is reproduced identically,"Rebuilding produces a new image even from the same commit: base-image updates and unpinned dependencies can change the layers, so the digest differs. That is precisely the rebuild-in-production the governance model forbids.",Use `docker pull` from the development registry followed by `docker tag` and `docker push` to the production registry,"This is the classic promotion sequence and would preserve the content, but it requires a Docker daemon on the agent, which the scenario rules out. It also pulls gigabytes down to the agent and pushes them back up for no benefit over a server-side copy.",Enable geo-replication between the development and production registries so the tested tag appears in production automatically,"Geo-replication replicates a single registry's content across regions; it does not synchronise two separate registries, and it certainly does not implement a promotion gate between development and production. The environments would need to be one registry for this to mean anything.",,,,,1,"Use `az acr import` to copy the tested image server-side into the production registry, preserving its digest. Rebuilding from source would produce a different artefact than the one that passed testing.",Develop containerized solutions on Azure
"A nightly batch enriches documents by reading from the Service Bus queue `enrich-jobs`, which is empty for about twenty hours a day and then receives roughly 40,000 messages. The container app currently runs one replica around the clock and drains the backlog over six hours. The team wants no compute cost when the queue is empty and a much faster drain. Which configuration is correct?",multiple-choice,"A KEDA `azure-servicebus` scale rule on `enrich-jobs` with a `messageCount` target, `minReplicas` 0 and `maxReplicas` 30","Correct. The `azure-servicebus` scaler polls queue depth outside the replicas, so it can activate the app from zero when messages arrive and add replicas in proportion to backlog against the `messageCount` target. `minReplicas` 0 removes idle cost and a `maxReplicas` bound keeps the fan-out from becoming unbounded.","An HTTP scale rule with `concurrentRequests` set to 1, `minReplicas` 0 and `maxReplicas` 30, since the worker is triggered by messages arriving over HTTP","HTTP scaling reacts to inbound requests through the app's ingress, and a queue consumer receives no HTTP traffic at all. With no requests arriving, the app would sit at zero replicas forever and the backlog would never be processed.",A CPU-utilisation scale rule at 70 percent with `minReplicas` 0 and `maxReplicas` 30 so replicas appear when the worker becomes busy,"CPU-based scaling is a lagging signal that cannot activate an app from zero: with no replica running there is no CPU metric to observe, so the first message never wakes anything up. Queue depth is the leading indicator that matches the workload.","A KEDA `azure-servicebus` scale rule with `minReplicas` 1 and `maxReplicas` 30, because Container Apps cannot poll a queue with no running replica","A permanently running replica is exactly the idle cost the team wants to eliminate, and the stated justification is wrong: KEDA's scaler runs in the Container Apps infrastructure, not inside the replica, which is what makes scale-to-zero possible for queue workloads.",,,,,1,"Use a KEDA `azure-servicebus` scale rule with a message-count target, `minReplicas` 0 for zero idle cost, and a sensible `maxReplicas` ceiling to bound the fan-out.",Develop containerized solutions on Azure
"A summarization worker on AKS was scaled from 6 to 40 pods to clear a backlog. Throughput did not improve; instead the Azure OpenAI deployment it calls began returning HTTP 429 with `Retry-After` headers on most requests, and end-to-end latency tripled. CPU on the pods is under 15 percent. What is the correct diagnosis and action?",multiple-choice,"The downstream deployment's token-per-minute quota is the binding constraint, so reduce concurrency, honour `Retry-After` with backoff, and raise or spread the quota","Correct. HTTP 429 with `Retry-After` is the downstream service saying its rate or token quota is exhausted; adding callers only increases the rejected share and the retry amplification. The fix is on the demand and capacity side: bounded concurrency, exponential backoff that respects `Retry-After`, and more quota or additional deployments to spread the load.","The pods are under-resourced, so raise their CPU limits and scale to 60 pods to push more requests through the retry window","This is the same lever that already failed, applied harder. Low CPU utilisation proves the pods are not compute-bound, so more CPU and more replicas simply generate more requests for the quota to reject.","The AKS node pool's outbound SNAT ports are exhausted, so add a NAT gateway and keep the replica count at 40","SNAT exhaustion is a real AKS egress failure mode worth knowing, but it manifests as connection timeouts and failed TCP handshakes, not as application-layer 429 responses carrying `Retry-After`. The service is clearly reachable and is deliberately refusing work.","The horizontal pod autoscaler is misconfigured on CPU, so switch it to memory-based scaling to keep the replica count growing with load","Changing the autoscaler metric only changes what drives replica count, and the replica count is precisely what is hurting. It also misreads the symptom, since neither CPU nor memory is saturated on the pods.",,,,,1,"429 with `Retry-After` means the downstream quota is the bottleneck. Bound concurrency, back off properly, and increase or spread quota — more replicas only amplify the rejections.",Develop containerized solutions on Azure
"A Container App exposes external ingress on port 80 and its Gunicorn process listens on 5000 inside the container. Requests to the app's FQDN return 502 Bad Gateway, while `az containerapp logs show` proves the application started and is answering its own internal health endpoint. What is the most likely cause?",multiple-choice,"The ingress `targetPort` does not match the port the container listens on, so the ingress proxy cannot reach the application","Correct. Container Apps ingress accepts traffic on 80/443 externally and forwards it to `targetPort` inside the container, so a `targetPort` left at the default while the app listens on 5000 leaves the proxy connecting to a closed port. That connection failure is reported to the caller as a 502, exactly as observed.","The revision is inactive because the app is in single-revision mode, so ingress has no backend to route to","In single-revision mode the latest revision is the active one, so an app that is running and logging plainly has an active revision. If truly no revision were active the failure would present as an unavailable app rather than a proxy-level gateway error.","The container app has `minReplicas` set to zero, and cold starts always return 502 until the first replica is ready",Scale-to-zero introduces cold-start latency and the ingress holds the request while a replica activates rather than returning 502 immediately. It also cannot explain a persistent failure when the logs show a replica already running and healthy.,"Ingress is set to internal, so external DNS resolves the FQDN but the environment refuses the public request","Internal ingress produces an FQDN that only resolves and answers inside the environment's network, so an outside caller typically fails to connect or resolve rather than receiving a 502 from the proxy. The 502 indicates the proxy accepted the request and failed to reach the backend.",,,,,1,Set the ingress `targetPort` to 5000 to match Gunicorn's listening port. A 502 with healthy application logs is the signature of the ingress proxy failing to reach the container port.,Develop containerized solutions on Azure
"A customer-facing assistant on Container Apps has `minReplicas: 0` and `maxReplicas: 20`. During quiet periods the first request after idleness takes 35 seconds because a replica must be activated and load its model, and the product owner requires a sub-two-second first response at all times. What is the correct change?",multiple-choice,Set `minReplicas` to at least 1 so a warmed replica is always resident and serves the first request immediately,"Correct. Scale to zero trades idle cost for cold-start latency, and a strict interactive latency target is the case where that trade stops paying. A minimum of one always-warm replica removes both activation and model loading from the user's first request, which is the only way to hold a two-second budget after idleness.",Raise `maxReplicas` above 20 so more replicas are available to absorb the first request when it arrives,"`maxReplicas` sets the upper bound of scale-out and does nothing when the current replica count is zero, because a higher ceiling has no warm capacity to draw on. It addresses throughput under sustained load, not first-request latency after an idle period.",Move the model load out of container start-up into the first request handler so the replica activates faster,"Deferring the load does let the replica report started sooner, but it simply moves the same 35-second wait into a user's request instead of removing it. Model loading belongs in start-up behind a readiness probe so traffic only arrives at a replica that can answer quickly.",Switch the ingress from external to internal so requests bypass the cold-start activation path in the ingress proxy,"Ingress visibility determines who can reach the app, not whether a replica must be activated first. An internal caller hitting a scaled-to-zero app waits through exactly the same activation and warm-up sequence.",,,,,1,Keep at least one warm replica. Scale to zero saves money precisely by permitting the cold start that the product owner's latency requirement has ruled out.,Develop containerized solutions on Azure
