Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A document-summarization service is deployed to App Service from `ttnacr.azurecr.io/summarizer:latest`, which the pipeline overwrites on every merge. Two instances of the same app now return different summaries for identical input, and a rollback attempt reproduced the newest behaviour rather than the previous one. What should the team change first?",multiple-choice,"Pin each deployment to an immutable, uniquely versioned tag (or the image digest) and lock the tag so it can never be overwritten","Correct. A mutable `latest` tag means the bytes behind the tag change over time, so instances that pulled at different moments run different code and rollback has no earlier tag to return to. Versioned tags — optionally hardened with `az acr repository update --image summarizer:2026.04.1 --write-enabled false` — make deployments reproducible and rollback a matter of redeploying a known tag.",Enable the ACR retention policy for untagged manifests so old layers are purged and instances converge on one image,"Retention policies delete untagged manifests to control storage cost, which is useful housekeeping but irrelevant here. Purging old manifests would actually destroy the very images the team needs for rollback, making the situation worse rather than restoring determinism.",Scale the App Service plan out to more instances so a fresh pull happens on each worker after every merge,"Adding instances multiplies the problem instead of solving it: each new worker pulls whatever `latest` points to at its own start time, so the fleet can end up running three versions instead of two. Scaling is a capacity lever, not a versioning one.",Turn on ACR geo-replication so all App Service workers pull from a consistent regional replica of the registry,"Geo-replication reduces pull latency and improves availability for multi-region deployments, and Premium-tier replicas are eventually consistent copies of the same mutable tag. It does nothing about the fact that the tag itself keeps being reassigned to new content.",,,,,1,"Mutable `latest` tags produce drift between instances and make rollback impossible. Deploy uniquely versioned, immutable tags or digests so every instance provably runs the same bytes.",Develop containerized solutions on Azure
"A compliance review found that the base image `python:3.12-slim` used by six inference services carries OS packages that are three months behind on security fixes, and nobody rebuilds unless application code changes. The team wants patched images produced automatically, without a developer running a build. Which two ACR Tasks capabilities address this? (Choose two.)",multi-select,Create the task with base-image update triggers enabled so ACR rebuilds dependent images when the base image is updated,"Correct. A base-image update trigger is exactly the mechanism for this problem: ACR tracks the base image referenced in the Dockerfile and queues a rebuild of the dependent image when that base is updated, so patched images appear without human involvement.",Add a scheduled timer trigger to the task so the image is rebuilt on a recurring cadence regardless of source or base-image changes,"Correct. A timer trigger complements the base-image trigger by guaranteeing a floor on rebuild frequency, which matters when a fix arrives through a package repository rather than a new base-image push. Together the two triggers cover both event-driven and time-driven patching.",Enable the registry retention policy for untagged manifests so vulnerable layers are deleted after the configured number of days,Retention policies control storage growth by deleting untagged manifests; deleting an old manifest does not produce a patched one. This confuses cleaning up the registry with refreshing the contents of the images it holds.,Switch the build to `docker build` on a self-hosted agent so the agent's local layer cache always resolves the newest base image,"Local layer caching pushes in the wrong direction — a warm cache is exactly what causes a stale base layer to be reused. It also reintroduces build agents to maintain, which is the operational burden ACR Tasks exists to remove.",,,,,"1,2","Base-image update triggers rebuild dependents when the upstream image changes, and timer triggers guarantee a periodic refresh. Both are ACR Tasks features designed to automate patching.",Develop containerized solutions on Azure
"A 4 GB inference image lives in a registry in West Europe. A new App Service deployment in Australia East takes eleven minutes to pull on every cold start and scale-out event, while the West Europe deployment of the same image takes under a minute. The team wants pulls to be fast in both regions from one logical registry. What should you do?",multiple-choice,Use a Premium-tier registry and add a geo-replication in Australia East so pulls are served from a local replica of the same registry,"Correct. Geo-replication is the Premium-tier feature built for exactly this: one registry name and one push, with content replicated to each configured region and pulls automatically served from the network-closest replica. Cross-continent transfer of a 4 GB image disappears from the cold-start path.",Create a second Basic registry in Australia East and have the pipeline run a separate `az acr build` against it after every release,"A second registry does remove the cross-region hop, but at the price of two registry names, two builds of the same source, and no guarantee the two artefacts are byte-identical. It reintroduces the drift problem that single-artefact promotion exists to prevent.",Enable the dedicated data endpoint on the existing registry so the Australia East workers negotiate a faster transfer protocol,"Dedicated data endpoints exist to give the registry's data plane stable, per-region hostnames so tight firewall rules can be written. They change which hostname serves the layers, not the physical distance the bytes must travel.",Increase the App Service plan tier in Australia East so the workers are allocated more network bandwidth for the pull,"A larger plan gives more CPU and memory, and instance bandwidth is not the bottleneck when the constraint is intercontinental latency and throughput to a single remote region. This treats a data-locality problem as a compute-sizing problem.",,,,,1,"Geo-replicate the Premium registry into Australia East. One registry name and one push, with pulls served from the closest replica, is what fixes cross-region image pull times.",Develop containerized solutions on Azure
"A Python container serving Uvicorn on 0.0.0.0:8080 starts cleanly on App Service — the log shows ""Uvicorn running on http://0.0.0.0:8080"" — yet browsing the site returns a 502 and the platform log records that the container did not respond to HTTP pings on port 80. The Dockerfile has no `EXPOSE` instruction. What resolves this?",multiple-choice,Add an app setting `WEBSITES_PORT=8080` so App Service forwards inbound traffic to the port the container actually listens on,"Correct. App Service defaults to port 80 for a custom container unless told otherwise, either by an `EXPOSE` instruction or by the `WEBSITES_PORT` app setting. Declaring 8080 makes the platform forward requests to the listening socket, and the ping succeeds immediately.",Change the container to listen on 127.0.0.1:8080 so only the platform's local health probe can reach the application,"Binding to loopback is the classic way to make a container unreachable: the platform's request forwarding arrives over the container's network interface, not from inside it. This would guarantee a permanent 502 rather than fix one.",Configure a custom health check path on the Web App so the platform probes `/healthz` instead of the container root,"A health check path is genuinely useful for taking unhealthy instances out of rotation once traffic flows, and pointing it at a cheap endpoint is good practice. But it changes the path being probed, not the port, so the platform would still probe the wrong port and see nothing.",Enable `WEBSITES_ENABLE_APP_SERVICE_STORAGE` so the platform can mount the shared filesystem the container needs before binding,"That setting controls whether the `/home` directory is mounted into the container for persistence and shared content. It has no bearing on which port the platform forwards traffic to, so the port mismatch would remain.",,,,,1,Set `WEBSITES_PORT=8080` (or add a matching `EXPOSE`). The application is healthy; App Service is simply probing the default port 80 instead of the one Uvicorn bound.,Develop containerized solutions on Azure
"The team wants a merge to `main` to result in the App Service running the new image automatically, with no deployment step in their build pipeline. The app runs `ttnacr.azurecr.io/chat-api:staging`, and the pipeline uses `az acr build` to rebuild that tag on every merge. What must be in place for the app to pick up the rebuilt image?",multiple-choice,Set `DOCKER_ENABLE_CI=true` on the Web App and register the ACR webhook that notifies the app's deployment endpoint on push,"Correct. Continuous deployment for Web App for Containers is push-driven: `DOCKER_ENABLE_CI` opts the app in, and the registry webhook fires on the push that `az acr build` performs, prompting the app to pull the tag again. That is what closes the gap between the build step and a running deployment.",Enable Always On so the app periodically re-resolves the tag and restarts when the underlying digest changes,"Always On stops the app being unloaded when idle; it never re-resolves image tags or compares digests. The container image is resolved at start, so an idle-timeout setting cannot drive redeployment.","Enable the ACR retention policy so the previous manifest is deleted, which forces the app to re-pull on its next request","Retention policies delete untagged manifests as housekeeping and have no signalling relationship with a running app. Deleting an old manifest also does not cause a running container to restart, so nothing would trigger a pull.","Turn on system-assigned managed identity for the Web App, which makes it poll the registry for new digests every five minutes","Managed identity governs how the app authenticates to the registry, not whether it checks for new content. There is no polling behaviour attached to enabling an identity — deployment remains event-driven via the webhook.",,,,,1,Enable `DOCKER_ENABLE_CI` on the Web App and wire the ACR webhook so the push performed by `az acr build` triggers the app to pull the tag again.,Develop containerized solutions on Azure
"A containerized App Service app downloads 3 GB of model weights on every start, adding minutes to each scale-out and restart. The team wants the weights fetched once and shared by all instances of the app, without rebuilding the 300 MB application image into a multi-gigabyte one. What is the appropriate approach?",multiple-choice,Mount an Azure Files share into the container as a path with `az webapp config storage-account add` and load the weights from the mount,"Correct. Bring-your-own-storage mounts an Azure Files share into the container at a chosen path, giving every instance the same durable copy of large assets. The image stays small and unchanged while the weights are fetched once and shared across scale-out.","Write the weights to `/tmp` on first start and have subsequent instances read them from there, since the plan's workers share that path","`/tmp` is the container's own writable layer and is discarded when the container is replaced; it is not shared between instances. Each new instance would find an empty directory and download the weights again, which is exactly the current behaviour.",Copy the weights into the image with a `COPY` layer so the pull benefits from registry layer caching on every worker,"Baking the weights in does remove the runtime download, and layer reuse helps on a worker that already holds the layer, but it inflates every pull on a cold worker to multiple gigabytes and forces a full rebuild and redeploy whenever the weights change. It trades one slow path for another.",Store the weights as an App Service app setting so the platform injects them into the container at start-up,"App settings are environment variables intended for short configuration values, and they are size-limited and entirely unsuitable for binary model artefacts. This confuses configuration injection with data distribution.",,,,,1,"Mount an Azure Files share into the container and read the weights from it. The image stays small, the download happens once, and every instance sees the same durable copy.",Develop containerized solutions on Azure
"An engineer updates the value of a Container Apps secret named `servicebus-conn` after a connection string rotation, and separately changes the `LOG_LEVEL` environment variable on the same app. They observe that one change produced a new revision and the other did not, and they want to understand the rule before writing the runbook. What is the correct explanation?",multiple-choice,"Environment-variable changes are revision-scope so they create a new revision, while secret values are application-scope and apply across revisions once containers restart","Correct. Container Apps splits configuration into revision-scope changes — image, environment variables, resources, scale rules — which produce a new immutable revision, and application-scope changes such as secret values, ingress and Dapr settings, which apply to all revisions. A rotated secret therefore reaches running revisions once their replicas restart, without a revision bump.","Both changes are revision-scope, but secret updates reuse the existing revision name so the new revision is not visible in the revision list","Revision names are unique and revisions are immutable, so a change that created one would always show up in `az containerapp revision list`. This explanation invents hidden revisions to reconcile the observation instead of accepting the two different scopes.",Both changes are application-scope; the new revision appeared because the container image digest was re-resolved during the update,"If both were application-scope, changing `LOG_LEVEL` would not have created a revision at all, so the premise fails immediately. Image digests are also not silently re-resolved on an unrelated configuration update.","Secret changes are revision-scope and environment-variable changes are application-scope, which is why the secret rotation forced the new revision","This is the correct rule with the two categories swapped, which is the most common way the distinction is misremembered. Getting it backwards leads to a runbook that expects a revision bump on rotation and a silent update on env-var changes — the opposite of the real behaviour.",,,,,1,"Environment variables, image, resources and scale rules are revision-scope and create a new revision; secrets, ingress and Dapr configuration are application-scope and apply across revisions.",Develop containerized solutions on Azure
"An AKS-hosted embedding service loads a model for roughly 150 seconds before it can serve. Pods enter `CrashLoopBackOff` shortly after start, and `kubectl describe pod` shows `Liveness probe failed: connection refused` followed by container restarts. The current manifest defines only a liveness probe with `initialDelaySeconds: 10` and `periodSeconds: 10`. Which two manifest changes fix this correctly? (Choose two.)",multi-select,Add a `startupProbe` whose `failureThreshold` multiplied by `periodSeconds` comfortably exceeds the 150-second warm-up,"Correct. A startup probe exists precisely to protect slow-starting containers: while it is running, liveness and readiness checks are suspended, and only when it succeeds do they take over. Sizing `failureThreshold × periodSeconds` above the real warm-up gives the model time to load without the kubelet declaring the container dead.",Add a `readinessProbe` so the Service only sends traffic once the model has finished loading and the pod reports ready,"Correct. Liveness answers ""should this container be restarted"" while readiness answers ""should this pod receive traffic"", and the second question is unanswered in the current manifest. Without a readiness probe the Service would route requests to a pod that is still loading, producing connection errors for real users.","Remove the liveness probe entirely, since a container that has crashed will be restarted by the kubelet in any case","Removing liveness leaves the deployment with no way to recover a hung-but-running process, which is the failure mode liveness exists to catch — a wedged worker that still holds its socket open is not a crash the kubelet would notice. The probe is not wrong here; its timing is.",Raise the liveness probe's `timeoutSeconds` to 150 so a single probe attempt waits out the model load,"`timeoutSeconds` bounds how long one probe attempt waits for a response, not how long the container may take to become responsive. With the connection actively refused, the attempt fails immediately regardless of the timeout, and restarts continue.",,,,,"1,2","Add a startup probe sized above the true warm-up so liveness is suspended during loading, and add a readiness probe so traffic arrives only when the model is ready.",Develop containerized solutions on Azure
"A newly applied AKS Deployment leaves every pod in `ImagePullBackOff`. `kubectl describe pod` shows `Failed to pull image ""ttnacr.azurecr.io/router:2026.05.2"": 401 Unauthorized`. The image and tag exist in the registry, and a developer can pull it after `az acr login`. What is the appropriate fix?",multiple-choice,Attach the registry to the cluster with `az aks update --attach-acr ttnacr` so the cluster's identity is granted AcrPull,"Correct. A 401 on pull means the node's kubelet has no credential for the registry: the developer's success only proves their own identity works. `az aks update --attach-acr` grants the cluster's kubelet identity the AcrPull role, after which pulls authenticate without any imagePullSecret in the manifest; `az aks check-acr` confirms the path end to end.","Recreate the pods with `kubectl rollout restart deployment/router`, since the nodes cached a stale authentication token","Restarting the rollout recreates pods that will attempt the same unauthenticated pull and fail identically. It is a reasonable reflex for transient issues, but a missing role assignment is not transient — nothing about a restart creates a credential.",Add the registry hostname to the cluster's DNS configuration so nodes can resolve `ttnacr.azurecr.io`,"A DNS failure would surface as a resolution or connection error naming the host, not as an HTTP 401 from the registry. The 401 proves the node reached the registry and was refused on authentication grounds.",Rebuild and push the image with `az acr build` so the manifest is re-signed for the cluster's node pool,"Rebuilding produces a new image but changes nothing about who is allowed to pull it, and image manifests are not signed per node pool. The same 401 would follow the new tag.",,,,,1,A 401 on image pull means the cluster identity lacks AcrPull. Attach the registry with `az aks update --attach-acr` and verify with `az aks check-acr`.,Develop containerized solutions on Azure
"An AKS pod restarted twice overnight and the on-call engineer needs the Python traceback the process printed just before it died. Running `kubectl logs pod/scorer-7d9` returns only the current container's fresh startup lines, and the incident review requires evidence that survives pod deletion. Which combination should the engineer use?",multiple-choice,"`kubectl logs pod/scorer-7d9 --previous` for the terminated container, plus Container Insights so `ContainerLogV2` retains the output in Log Analytics","Correct. `--previous` retrieves the log of the container instance that terminated, which is the only way to see the traceback that preceded the restart, and it is still lost once the pod object goes away. Container Insights ships stdout and stderr into the `ContainerLogV2` table in Log Analytics, giving the durable, queryable evidence the review needs.","`kubectl describe pod scorer-7d9` alone, since container stdout is included in the pod description alongside the events","`kubectl describe` returns the pod's spec, status and recent events, which is invaluable for scheduling and probe failures but never includes container stdout. It would show that a restart happened without revealing why.","`kubectl exec -it pod/scorer-7d9 -- cat /var/log/app.log`, because the kubelet writes each container's stdout into the pod filesystem","Container stdout is captured by the container runtime, not written to a file inside the container unless the application does so itself, and anything on the container filesystem is destroyed on restart anyway. `kubectl exec` also requires a running container, which is not where the evidence lives.","`az containerapp logs show --follow` against the cluster, which streams historical container output from the AKS control plane",`az containerapp logs` targets Azure Container Apps resources and has no relationship with an AKS cluster. Using it here confuses two different container platforms' tooling.,,,,,1,Use `kubectl logs --previous` for the terminated container and rely on Container Insights writing to `ContainerLogV2` for evidence that outlives the pod.,Develop containerized solutions on Azure
