Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Keiko, an SRE at a video-streaming platform, is building an assistant that diagnoses production incidents. Every incident is different: the useful next check depends on what the previous metric query or log search revealed, and no two investigations follow the same path. A teammate proposes hard-coding the team's ten-step diagnostic checklist as a fixed prompt chain. What should Keiko build instead?",multiple-choice,A prompt-chained workflow that runs the full ten-step checklist in the same order for every incident,"A fixed chain fits tasks whose steps are known in advance; incident diagnosis is the opposite — the right next check depends on live findings, so a rigid checklist wastes calls on irrelevant steps and misses the branches that actually matter.",A single completion with every runbook pasted into the prompt so the model can produce a diagnosis in one shot,"Pasting runbooks produces advice, not investigation: the model cannot query metrics or logs, so it can only guess at causes. Diagnosis requires acting on the live system, which means tools plus iteration, not a one-shot completion.","An agent with metric, log, and deployment-history tools that selects its next step based on what earlier tool results reveal","Correct. When the path through a task cannot be predetermined and each step's outcome shapes the next, an agent that chooses tools dynamically is the right architecture — this is precisely the case where agents justify their extra cost and nondeterminism.","A batch job that pre-executes all diagnostic tools before the model sees anything, then sends every output in one request",Pre-running every tool ignores that useful diagnostic queries are discovered mid-investigation — you cannot know which log filter to run until the metrics point somewhere. It also floods the context with mostly irrelevant output.,,,,,3,Choose an agent when each step depends on the results of the last. Incident diagnosis is findings-driven — the path cannot be scripted in advance — which is exactly the case where an agent's dynamic tool selection earns its cost over a fixed workflow.,Agents and Workflows
"Viktor's team at an energy utility runs an agent that performs database schema migrations: each step alters tables that the next step depends on, and the plan evolves as constraints are discovered along the way. To speed things up, a teammate proposes splitting the steps across four parallel subagents. Why is this the wrong use of subagents?",multiple-choice,"Subagents can only be used for read-only tasks, and schema migration requires write access to the database","There is no read-only restriction on subagents — they can be given whatever tools their task requires, including write access. The objection to this design is about task coupling, not tool permissions.","Subagents pay off for independent subtasks that run in isolation; these steps are ordered and share evolving state, so splitting them adds handoff overhead without any real parallelism","Correct. Subagents improve execution when subtasks are independent enough to run in isolation and report back a summary. Here every step consumes the previous step's outcome, so nothing can actually run concurrently and each handoff loses shared state.","Subagents inherit the supervisor's full context automatically, so four copies of it would exceed the model's context window","Subagents are valuable precisely because they do not carry the parent's full context — each starts with a scoped brief. The inheritance premise is backwards, and context capacity is not the flaw in this plan.","Parallel subagents require an agentic framework such as LangGraph, which the team has not adopted yet","Spawning subagents does not require any particular framework; a custom harness or the Agent SDK can orchestrate them. The proposal fails on task structure, not on missing tooling.",,,,,2,"Subagents suit independent, isolatable subtasks, not tightly coupled sequential steps. When every step depends on the previous step's outcome and shared evolving state, splitting the work yields no parallelism — only handoff overhead and lost context.",Agents and Workflows
A healthcare software vendor is choosing between self-hosting its Claude claims-processing agent on its own infrastructure and using an Anthropic-hosted managed agent deployment. The architecture review board asks the team to state the real tradeoffs before deciding. Which two statements correctly characterize the decision? (Choose two.),multi-select,"Self-hosting gives the team full control over the runtime environment, networking, and where the agent's execution infrastructure lives","Correct. The defining benefit of self-hosting is control: the team owns the runtime, network boundaries, and infrastructure placement of the agent's execution environment, which matters for organizations with strict environment requirements.","A managed Anthropic-hosted deployment offloads operating the agent's runtime and execution environment to the platform, reducing infrastructure work","Correct. The defining benefit of a managed deployment is offloading operations: Anthropic runs the agent's execution environment, so the team trades some control for far less infrastructure to build, patch, and scale.","Anthropic-hosted deployment is required for the agent to use tools, since tool execution only works on Anthropic's servers","Tempting if you conflate hosting with capability, but tool execution works in self-hosted harnesses too — the harness runs the tools wherever it is deployed. Hosting location changes who operates the runtime, not whether tools function.",Self-hosting removes the need for API authentication because the model runs entirely inside the company's own network,Self-hosting the agent harness does not move the model itself into the company network; the harness still calls the Claude API and must authenticate. It confuses hosting the agent runtime with hosting the model weights.,,,,,"1,2","Self-hosted deployments trade operational burden for control while managed deployments trade control for offloaded operations. The hosting decision changes who runs the agent's execution environment, not what the agent can do.",Agents and Workflows
Sanjay's team at an HR-tech company is adopting the Claude Agent SDK for a benefits-enrollment agent. A new graduate on the team assumes the SDK makes the agent work out of the box with nothing left to build. Which piece of the system remains squarely the team's responsibility to design?,multiple-choice,The core loop that sends each tool result back to the model and continues until the model finishes its turn,"The agent loop — dispatching tool calls and feeding results back until the turn completes — is precisely what the SDK packages so teams stop reimplementing it. It is infrastructure the team consumes, not something they design.",The machinery that compacts a long session's context so the conversation can continue past the window limit,"Context management, including compaction of long sessions, ships with the SDK's harness; teams tune its behavior rather than build it. Mistaking this for custom work is the reverse of the actual division of labor.",The plumbing that executes built-in file and shell tools and streams their results into the conversation,Built-in tool execution is part of the SDK's value proposition — the harness runs those tools and wires their results into the transcript. The team's design work starts where the built-ins stop.,"The agent's system prompt, its domain-specific custom tools, and the permission policy governing what it may do","Correct. The SDK supplies the loop, tooling, and context machinery, but it cannot know this agent's job: the team must author the system prompt, define custom tools for the enrollment systems, and set the permission policy that bounds the agent's actions.",,,,,4,"The SDK provides the harness; the team provides the agent's identity, tools, and boundaries. Loop mechanics, built-in tool execution, and context management come packaged — the system prompt, domain tools, and permission policy never do.",Agents and Workflows
Ingrid is the architect for a claims agent at a European telecom. The regulator requires that the agent's execution environment — where its tools run and its session state lives — sit inside the company's own in-region VPC with company-controlled network egress rules. Sending inference requests to the Claude API is acceptable. Which deployment model satisfies this?,multiple-choice,"Self-host the agent harness inside the company VPC, keeping tool execution and state in-region while calling the Claude API for inference","Correct. Self-hosting places the agent's runtime, tool execution, and state exactly where the team deploys it — inside their VPC under their egress rules — while inference still flows to the Claude API, which the regulator explicitly permits.","Use an Anthropic-hosted managed agent deployment, since managed platforms assume responsibility for meeting customer regulations","A managed deployment moves the execution environment onto Anthropic-operated infrastructure, which is the very thing the regulator says must live in the company's VPC. Offloading operations is normally a benefit, but here it violates the constraint.",Self-host and also download the model weights into the VPC so that no traffic of any kind ever leaves the network,"Claude's weights are not distributed for customer-side hosting, so this describes an unavailable architecture. Self-hosting an agent means hosting the harness and its runtime, not the model itself — and the regulator did not require it anyway.",Run the agent through claude.ai and restrict workspace membership to employees who are located in the region,"claude.ai is an end-user interface, not an embeddable agent runtime; its execution environment does not sit inside the company's VPC, and membership restrictions change who logs in, not where tools execute or state resides.",,,,,1,"When regulation pins the execution environment, self-host the harness — the runtime, tools, and state live in the company VPC while inference still goes to the Claude API. Managed hosting relocates exactly the environment the regulator constrained.",Agents and Workflows
"An insurance company's AI guild is standardizing on an agentic abstraction framework for multi-step claim workflows. Candidates include Strands, LangGraph, and PydanticAI. Before choosing, the guild lead asks the team to state which considerations are actually true of such frameworks. Which two statements are accurate? (Choose two.)",multi-select,"LangGraph expresses agent workflows as explicit graphs of nodes and edges, which suits teams that want visible, structured control flow over multi-step tasks","Correct. LangGraph's core abstraction is the graph: nodes for steps and edges for transitions, giving explicit, inspectable control flow — a natural fit when a team wants workflow structure to be first-class and visible.","PydanticAI centers on typed, schema-validated inputs and outputs, which suits teams that want structured data contracts enforced around model calls","Correct. PydanticAI builds agent interactions around Pydantic models, so inputs and outputs are typed and validated at the framework boundary — a natural fit when structured data contracts matter most.","Adopting any of these frameworks makes agent behavior deterministic, since the framework controls the model's sampling","Tempting because frameworks add structure, but the model underneath still samples nondeterministically; a framework organizes calls and state, it does not make generation deterministic. Structure around the model is not determinism inside it.","These frameworks replace the need for tool definitions, because the framework infers what external actions the agent can take","No framework infers an agent's capabilities from thin air — developers still define tools, their schemas, and their descriptions. Frameworks reduce orchestration boilerplate, not the design work of specifying what the agent can do.",,,,,"1,2","Frameworks organize orchestration but don't change the model's nature. Strands, LangGraph, and PydanticAI differ in core abstraction — graphs, typed contracts, agent loops — and the right choice matches how the team wants to express control flow.",Agents and Workflows
"An edtech company's tutoring agent works with each student over many short sessions spread across a semester. Students complain that every session starts from zero: the agent has forgotten their weak topics, preferred explanation style, and where the last session left off. Each session necessarily begins with a fresh context window. Which pattern addresses this?",multiple-choice,Keep one never-ending session per student open for the whole semester so nothing is ever lost from context,"A semester-long session accumulates months of transcript, guaranteeing context bloat, degraded attention, and eventually hard window limits — long-lived state belongs outside the conversation, not inside one endless transcript.",Move to the model tier with the largest context window so more of each conversation fits before truncation,"Window size does not create persistence across sessions: a new session starts empty no matter how large the window is. The complaint is about state surviving between conversations, which raw capacity cannot fix.","Begin each session by asking the student to summarize their own history, since self-reported context is the most current","Students are unreliable narrators of their own weak topics and progress, and re-collecting history burns the start of every session gathering data the system already generated — it outsources the system's memory to the user.",Give the agent a persistent memory store it writes distilled notes to at session end and reads from at session start,"Correct. The memory pattern persists distilled state — weak topics, style preferences, last position — outside the context window, loading it at session start so continuity survives resets without dragging full transcripts along.",,,,,4,"Cross-session continuity comes from external memory, not bigger or longer contexts. The agent writes distilled notes to durable storage at session end and reloads them at session start, so knowledge survives every context reset.",Agents and Workflows
"Anders maintains a crop-advisory agent at an agritech firm with a custom tool-use loop. When the field-sensor API times out, his harness currently lets the exception propagate, killing the whole session mid-conversation and losing the farmer's context. He wants the agent to handle tool failures the way a capable assistant would. What should the loop do when a tool call fails?",multiple-choice,"Let the session terminate, since continuing a conversation after any tool failure risks the model reasoning over bad data","Crashing turns a recoverable hiccup into a total loss of the session and its accumulated context. Tool failures are expected events in an agent loop, and the protocol has a first-class way to represent them.",Return an empty successful result for the failed call so the conversation continues without alarming the model,"An empty 'success' is worse than an honest error: the model now reasons over the false premise that the sensor query worked and returned nothing, inviting confident advice built on a fabricated absence of data.",Catch the failure and send it back as an error-flagged tool result so the model can see what happened and adapt its approach,"Correct. Reporting the failure back as an error-marked tool result keeps the loop alive and informed — the model can retry with different parameters, fall back to another tool, or tell the farmer the sensor data is temporarily unavailable.","Silently retry the identical tool call in the harness until it succeeds, keeping the failure invisible to the model","Unbounded invisible retries stall the conversation indefinitely against a real outage and hide information the model could act on; a bounded retry is reasonable, but the model should eventually learn the tool is failing.",,,,,3,"Tool failures should flow back into the loop as error-flagged results, not exceptions or fake successes. The model can then adapt — retry differently, use another tool, or inform the user — which is impossible when the harness crashes or conceals the failure.",Agents and Workflows
"Priya, a platform engineer at an agritech company, receives a product brief for a crop-advisory assistant with one stated requirement: 'it must be fast and accurate.' Her team is about to start designing the integration. What should Priya do with this requirement before design work begins?",multiple-choice,"Work with stakeholders to translate it into measurable targets, such as a p95 latency budget and an accuracy threshold measured against a labeled evaluation set","Correct. 'Fast and accurate' is a business aspiration, not a requirement — it cannot be designed against or verified. Turning it into quantified, stakeholder-agreed targets (latency percentiles, accuracy against an eval set) is the requirements work that makes every later architecture and model decision testable.","Select the fastest available model tier immediately, since that is the only way to guarantee the 'fast' half of the requirement is satisfied","Tempting because it acts decisively on 'fast', but tier selection is a design decision that should satisfy requirements, not substitute for them. Without a latency number, there is no way to know whether the fastest tier is necessary, or whether its quality tradeoff violates the unquantified 'accurate' half.",Build a first version quickly and let beta users' complaints reveal what 'fast' and 'accurate' should mean in practice,"Discovering requirements from user complaints means shipping a system nobody could verify, then reworking it under pressure. Beta feedback refines targets; it cannot replace establishing them, and core constraints like accuracy thresholds must exist before design, not after users are harmed by misses.",Adopt the latency and accuracy figures a competitor publishes in its marketing benchmarks as the team's official targets,"Competitor benchmarks reflect a different product, workload, and user base — adopting them skips the actual work of learning what this product's users and business need. Numbers borrowed for their availability rather than their relevance produce targets nobody can defend when tradeoffs get hard.",,,,,1,A requirement you cannot measure is a requirement you cannot design for or verify. Translating 'fast and accurate' into agreed latency and accuracy targets is the gate between a business wish and buildable engineering work.,Applications and Integration
"Keiko is architecting a charter-quote assistant for a maritime shipping firm. In the kickoff, the sales VP demands sub-second responses, the compliance head demands the most thorough possible analysis of every quote, and finance imposes a strict per-query cost ceiling. The three targets cannot all be met at once. What should Keiko do first?",multiple-choice,Surface the conflict explicitly and drive stakeholders to prioritize and quantify the tradeoffs before committing to any design,"Correct. Conflicting requirements are a business decision, not an engineering one. The architect's job is to make the conflict visible, attach numbers and consequences to each option, and get an agreed prioritization — otherwise the design silently encodes one stakeholder's preference and the others discover it in production.","Quietly optimize for the sub-second latency target, since the sales VP represents the revenue-generating side of the business","Tempting because revenue arguments feel decisive, but silently choosing a winner means engineering made a business tradeoff without authority or transparency. When compliance or finance discovers their requirement was dropped, the rework lands on the team that hid the decision.","Choose the most capable model tier and accept the cost and latency, because compliance thoroughness carries the most organizational risk",This makes the same mistake with a different winner: it resolves a stakeholder conflict by engineering fiat. Organizational risk weighting is exactly the judgment the business owners must make explicitly — an architect asserting it unilaterally has replaced requirements with opinion.,"Split the difference by defaulting to a mid-tier model and average settings, then present the finished system to stakeholders","Averaging satisfies nobody and hides the tradeoff until the end, when change is most expensive. A mid-tier default may miss the latency target, the thoroughness bar, and the cost ceiling simultaneously — compromise settings are still a decision, made without the people who own the requirements.",,,,,1,"Latency, quality, and cost trade against each other; when stakeholders demand all three, the first engineering deliverable is a visible, quantified tradeoff decision — not a design that silently picks a winner.",Applications and Integration
