Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Priya, a backend engineer at a logistics company, must automate invoice intake: extract vendor fields from a PDF, classify the expense category, then route it to the right approval queue. The steps are always the same and each one's output feeds the next. Her teammate proposes a fully autonomous Claude agent with a dozen tools that decides its own steps. What should Priya build instead?",multiple-choice,A prompt-chained workflow where each predefined step is a separate Claude call whose output feeds the next step,"Correct. When a task decomposes into a known, fixed sequence of steps, a workflow with predefined steps is simpler, cheaper, and more predictable than an agent. Agents earn their complexity only when the path through the task cannot be determined in advance.","An autonomous agent with a broad tool set, since agents handle document tasks more reliably than fixed pipelines","Tempting because agents are the more powerful abstraction, but autonomy adds nondeterminism, latency, and cost with no benefit when the steps are already known. This over-engineers a fixed pipeline and makes failures harder to trace to a specific step.",A supervisor agent that spawns a subagent per invoice so each document is processed in an isolated context,"Subagent hierarchies solve context isolation and parallelism for complex, open-ended tasks; a three-step deterministic pipeline gains nothing from that structure. It applies a scaling pattern to a problem that has no scaling or isolation need.","A single large prompt that asks Claude to perform extraction, classification, and routing in one completion with no intermediate checks","A single mega-prompt removes the intermediate validation points that make pipelines debuggable, and one weak step degrades the whole output. It confuses fewer API calls with a better architecture; chaining lets you verify and correct between steps.",,,,,1,"Use a workflow when the steps are known and reserve agents for open-ended paths. The workflow-versus-agent decision hinges on whether the task's steps can be predetermined: fixed, decomposable pipelines favor prompt-chained workflows over autonomous agents.",Agents and Workflows
"An e-commerce platform's deployment agent occasionally edits files under infra/production/ even though its system prompt says 'never modify production configuration'. The SRE team needs a guarantee, not a tendency: any write to that path must be blocked every single time, regardless of what enters the model's context. What should they implement?",multiple-choice,Strengthen the system prompt with a capitalized warning and a worked example of refusing production edits,"Tempting because prompt emphasis does shift behavior, but instructions are probabilistic and can be diluted or overridden by whatever else enters context. A rule that must hold every time cannot live only in the prompt.",A pre-tool-use hook in the agent harness that deterministically blocks any file-write action targeting the production path,"Correct. Hooks execute as deterministic code in the harness, outside the model's reasoning, so a pre-tool-use hook inspects each action and blocks writes to the protected path with certainty. Deterministic guardrails belong in code, not in instructions.",Lower the sampling temperature so the model follows its instructions more consistently across runs,"Temperature influences sampling variability, not instruction adherence on a specific prohibition; even at low temperature the model can still choose a forbidden action. It treats a control-enforcement problem as a decoding-parameter problem.",Add a second Claude call that reviews each planned edit and advises the agent on whether to proceed,"A reviewer model adds a second probabilistic judgment on top of the first — it reduces the failure rate but still cannot guarantee zero production writes, and it doubles latency and cost. Model-checks-model is defense in depth, not a hard boundary.",,,,,2,"Guarantees require deterministic hooks, not prompt instructions. Hooks run as code at defined points in the agent loop and can block actions with certainty, which no amount of prompt emphasis or model self-review can match.",Agents and Workflows
"A legal-tech company's contract-review agent works well for the first twenty minutes of a session, then grows slow, expensive, and forgetful: it re-reads clauses it already analyzed and contradicts earlier findings. Traces show the context window is dominated by full-text tool outputs from every document fetch since the session began. Which pattern most directly fixes this?",multiple-choice,"Compact the conversation as it grows, replacing older verbose tool outputs with distilled summaries of what was learned","Correct. Context-window management — pruning stale tool outputs and compacting history into summaries — keeps the working context small and relevant, which restores speed, cost, and coherence in long agent sessions. Retain conclusions, drop the raw bulk.",Switch the agent to the most capable model tier so it can reason more reliably over the accumulated context,"Tempting because stronger models degrade more gracefully, but every model's attention is diluted by a context stuffed with stale full-text outputs, and the top tier raises per-token cost on an already bloated prompt. It pays more to reason over garbage.",Increase max_tokens on every request so the model has more room to produce complete answers late in the session,"max_tokens bounds the output length, not the input context; it does nothing about the accumulated tool results crowding the window. This confuses the generation budget with the context budget — a common mechanics mix-up.",Add an instruction telling the agent to ignore earlier tool outputs unless they are directly relevant to the current clause,"The instruction still ships every stale output to the model on every request, so cost and latency are unchanged and attention is still diluted. Asking the model to ignore content is probabilistic; removing the content is deterministic.",,,,,1,"Long-running agents must prune and compact stale tool output rather than appending forever. Context-window management keeps the working context small and relevant, restoring speed, cost, and coherence in long sessions.",Agents and Workflows
"Amara, a senior engineer at a telehealth provider, is handed a one-line business requirement: 'add an AI assistant that answers patient billing questions.' Before she selects a model tier or an integration pattern, her architect asks her to pin down the requirements that will actually constrain the solution architecture. Which two items must she establish first? (Choose two.)",multi-select,Expected request volume and the latency target patients will tolerate for a response,"Correct. Volume and latency targets are core infrastructure requirements derived from the business need — they drive model tier, realtime-versus-batch selection, and capacity planning, so they must exist before architecture decisions are made.",Data residency and compliance constraints that govern where patient data may be processed,"Correct. In healthcare, residency and compliance constraints are infrastructure requirements that can eliminate whole classes of designs — they determine acceptable vendors, regions, and data flows and must be known before anything is built.",The specific Claude model the team will standardize on across all future projects,"Tempting because model choice feels like the first decision, but standardizing on a model before requirements exist inverts the process: the model is selected to satisfy the requirements, not the other way around. Premature standardization also ignores per-use-case tradeoffs.",The frontend component library the web team prefers for rendering the chat widget,"The component library is a presentation detail with no bearing on the solution architecture for the Claude integration. It's a real decision someone will make, but it constrains neither model selection nor the integration pattern — it is not a gating requirement.",,,,,"1,2","Derive functional and infrastructure requirements before choosing the solution. A business goal only becomes buildable once it is translated into measurable constraints — volume, latency, residency, compliance — that the architecture must satisfy.",Applications and Integration
"A SaaS knowledge-base product generates long, detailed answers through the Messages API. Users complain the app 'hangs' for fifteen seconds before anything appears, then dumps the full answer at once. Total generation time is acceptable to the business; the perceived wait is the complaint. What should the developer, Tomas, change?",multiple-choice,"Enable streaming so tokens render incrementally as the model generates them, cutting time-to-first-token perceived by the user","Correct. Streaming addresses perceived latency directly: the client renders tokens as they are generated instead of waiting for the complete response, so users see progress immediately even though total generation time is unchanged.","Reduce max_tokens sharply so responses finish faster, accepting shorter answers across the product","Tempting because shorter output does finish sooner, but it sacrifices the detailed answers the product exists to give, to solve a complaint that isn't about total time. It changes the product to avoid changing the delivery mechanism.","Switch to the fastest, most economical model tier so the full response arrives in less total time","A faster tier reduces total time but may reduce answer quality, and the business already accepts total time — the complaint is the blank fifteen seconds. It spends a quality tradeoff on the wrong variable when streaming solves the stated problem for free.",Move answer generation to the Message Batches API so requests are processed more efficiently in groups,"The Batches API is for asynchronous, latency-tolerant workloads processed within an extended window — the opposite of an interactive request a user is actively waiting on. It misreads batch as a general efficiency mode rather than a realtime-versus-async tradeoff.",,,,,1,"Streaming fixes perceived latency without changing total latency by rendering tokens as they generate. Matching delivery mode to the workload — streaming for interactive use, batch for asynchronous volume — is a core API-mechanics judgment.",Applications and Integration
"A data-platform engineer at an ad-tech firm must classify 800,000 archived ad creatives for a quarterly compliance audit due in one week. Nothing downstream consumes results in real time. She proposes the Message Batches API, and her lead asks her to justify it with accurate claims about how the Batch API actually behaves. Which two statements are correct? (Choose two.)",multi-select,"Batch requests are processed asynchronously, with results completed within an extended window of up to 24 hours","Correct. The Batches API is an asynchronous pattern: you submit a batch, processing happens within an up-to-24-hour window, and you retrieve results when complete — a perfect match for latency-tolerant workloads like a weekly audit.","Batch processing is priced lower than equivalent synchronous Messages API calls, reducing cost on high-volume workloads",Correct. The core tradeoff of batch is discounted pricing in exchange for giving up realtime delivery — which is precisely why it is the right call when volume is high and nobody is waiting on individual responses.,The Batch API guarantees each individual request completes faster than it would as a synchronous call,"Tempting because 'batch' sounds like an optimization, but the API trades latency away, not for speed: individual results may take up to the full processing window. Choosing batch for per-request speed inverts the actual realtime-versus-batch tradeoff.","The Batch API is limited to the smallest model tier, since large models cannot run asynchronously","Model availability is not restricted to the smallest tier — batch is a processing mode, not a model constraint. This invents a limitation instead of reasoning from what batch actually changes: delivery timing and price.",,,,,"1,2","Batch trades latency for cost on asynchronous, high-volume work: requests process within an up-to-24-hour window at discounted pricing. If nothing downstream waits on individual responses, the Batches API is the right selection.",Applications and Integration
"A manufacturing firm wants to use Claude to modernize a 400,000-line legacy Java monolith. An eager architect proposes one massive automated pass: have Claude rewrite the entire codebase on a branch, then merge after a single team review. The engineering director hesitates. What is the sounder refactoring approach?",multiple-choice,"Refactor incrementally in small, scoped changes, each verified by the test suite and reviewed before merging, expanding test coverage where it is thin","Correct. Small-scale, verifiable steps are the foundation of safe refactoring at any scale: each change is testable, reviewable, and revertible, and failures localize. Large-scale refactoring succeeds as an accumulation of small verified changes, with or without an AI doing the edits.",Proceed with the single-pass rewrite but extend the review window to a full month so the team can inspect the whole diff carefully,"Tempting because more review time feels like diligence, but a 400,000-line diff exceeds what any review process can meaningfully verify — reviewers rubber-stamp what they cannot comprehend. The problem is the batch size, and a longer window doesn't shrink it.",Freeze all refactoring until the team has manually rewritten the test suite to cover 100% of the legacy code paths,Insisting on 100% coverage before any change sets an unreachable bar that stalls the program indefinitely. Coverage should grow incrementally alongside the refactor — tests written where changes happen — not as a multi-year prerequisite.,"Have Claude rewrite the system in a modern language first, since cross-language rewrites eliminate legacy patterns more completely than refactoring","A cross-language rewrite is the riskiest possible move: it maximizes the diff, invalidates the existing test suite, and compounds refactoring risk with translation risk. It escalates scope precisely when the director's concern is that scope is already too large.",,,,,1,"Refactor in small verified steps — big-bang rewrites defeat review and testing. AI assistance raises refactoring throughput but the safety mechanism is unchanged: incremental scoped changes, tests, and human review.",Applications and Integration
"An IT helpdesk tool at a logistics company keeps one continuous Claude conversation running all day; agents paste each new employee ticket into the same session. By afternoon the assistant references earlier tickets' details in unrelated answers, once suggesting a fix that included another employee's hostname. What design change addresses this?",multiple-choice,"Start a fresh session per ticket so each conversation contains only that ticket's context, carrying over nothing between unrelated tasks","Correct. Session hygiene means scoping a conversation to a task: unrelated work items sharing one session guarantees context bleed, stale references, and cross-user data exposure. A session per ticket makes isolation structural rather than hoped-for.",Prepend 'Forget all previous tickets' to each new ticket pasted into the shared session so earlier context is neutralized,"Tempting because it feels like a reset, but an instruction cannot delete conversation history — every earlier ticket is still in context and still attended to. 'Forget' is a request the architecture doesn't enforce; only actually starting a new session removes the content.",Upgrade to a model with a larger context window so the day's accumulated tickets fit without degrading responses,"A larger window makes the anti-pattern run longer, not behave better: the failure is unrelated context being present at all, including other employees' details, not the window being full. Capacity doesn't fix contamination.",Ask the model to prefix each answer with the current ticket ID so agents can detect when context has bled between tickets,"Labeling answers helps humans notice bleed after it happens; it prevents nothing and the cross-employee data exposure remains. It adds a detective sticker to a design that structurally mixes unrelated, sensitive contexts.",,,,,1,"One task, one session: session hygiene prevents context bleed. Conversation scope should match task scope — unrelated tickets sharing a session structurally guarantees stale references and cross-user data exposure.",Applications and Integration
"A payments company's fraud-note summarizer calls the Claude API using a model alias that always resolves to the newest model version. After a model release, output formatting shifted and downstream review tooling silently mis-parsed a day of summaries. The postmortem asks how configuration should change to prevent recurrence. What should the team adopt?",multiple-choice,"Pin a specific model version in configuration, and adopt new releases deliberately by validating them against an eval suite before switching production","Correct. Model version pinning makes model change an explicit, tested configuration event instead of a silent production surprise. Behavior can shift across releases, so upgrades should pass evals in a controlled rollout before the pin moves — the core of configuration management for model dependencies.",Keep the alias but add a prompt instruction telling the model to preserve the exact output format used by the previous model version,"Tempting because format instructions do help, but the model cannot know or replicate 'whatever the previous version did', and the deeper flaw remains: production dependencies changing without the team's knowledge or testing. It patches one symptom of unpinned configuration.","Stop upgrading models entirely, since the pinned current version will remain available and correct indefinitely","Pinning is not freezing forever: models are eventually deprecated, and capability improvements are worth adopting. The discipline is deliberate, validated upgrades on the team's schedule — refusing all change just converts a management problem into a future forced migration.",Have production traffic call two model versions simultaneously and merge their outputs so a change in either one is masked,"Doubling every call's cost to blend two nondeterministic outputs produces less consistent formatting, not more, and merging conflicting summaries is itself an unsolved problem. It's an elaborate hedge against a risk that pinning eliminates directly.",,,,,1,Pin model versions and upgrade deliberately through evals. Production behavior should change only when the team changes a tested configuration value — never silently because an alias resolved to a new release.,Applications and Integration
"Priya, a senior engineer at a logistics SaaS company, is rolling out Claude Code to her team. She wants shared conventions — build commands, code style rules, and architecture notes — applied automatically for everyone who opens the repository, while still letting each developer keep personal preferences (like their favorite shell aliases) that apply across all of their own projects. How should she structure this?",multiple-choice,"Put team conventions in a CLAUDE.md at the repository root and commit it, and have each developer keep personal preferences in their user-level CLAUDE.md in their home directory","Correct. Claude Code reads CLAUDE.md files hierarchically: a committed project-root CLAUDE.md gives every teammate the same shared instructions automatically, while a user-level CLAUDE.md in the home directory carries personal preferences across all of that developer's projects. This is exactly the separation of scopes the hierarchy is designed for.",Have every developer paste the team conventions into their first message at the start of each session so the instructions are always freshest in context,"Tempting because pasted instructions do land in context, but this relies on every developer remembering to do it every session, and the instructions are lost on session restart. It rebuilds by hand and unreliably what the CLAUDE.md hierarchy provides automatically and consistently.","Store both team conventions and personal preferences in each developer's settings.json, since settings files override CLAUDE.md content when they conflict","settings.json configures tool permissions, hooks, environment variables, and similar operational settings — it is not the place for natural-language project instructions, and it does not 'override' CLAUDE.md guidance. This confuses configuration management with instruction management.",Create a custom slash command containing the conventions that developers must remember to run before starting any task in the repository,"A custom slash command is useful for repeatable, on-demand workflows, but conventions that must always apply should not depend on someone remembering to invoke a command. This turns an automatic guarantee into an easily forgotten manual step.",,,,,1,"Use the CLAUDE.md hierarchy to scope instructions: a committed project CLAUDE.md for team conventions, a user-level one for personal preferences. Claude Code layers these memory files automatically so the right instructions apply without manual repetition.",Claude Code
