Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A bank wants a GenAI assistant for policy questions. Answers must cite approved documents, enforce employee entitlements, and remain available during one-region failures. Which two architecture elements address these requirements? (Choose two.)",multi-select,Authorization-filtered retrieval with a tested regional failover path,Correct. This response fits because architecture must combine grounding authorization traceability and resilience. Professional solution design turns business constraints into multiple enforceable components.,RAG that returns source citations from approved documents,Correct. This response fits because architecture must combine grounding authorization traceability and resilience. Professional solution design turns business constraints into multiple enforceable components.,Fine-tune the largest available model before establishing retrieval and prompt baselines,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: architecture must combine grounding authorization traceability and resilience. Professional solution design turns business constraints into multiple enforceable components.,A single large prompt containing every policy and no authorization filter,Incorrect. “A single large prompt containing every policy and no authorization filter” does not satisfy the scenario's controlling constraint. Professional solution design turns business constraints into multiple enforceable components. The required response follows from this rule: architecture must combine grounding authorization traceability and resilience.,Fine-tune on policies and let the model decide document access,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: architecture must combine grounding authorization traceability and resilience. Professional solution design turns business constraints into multiple enforceable components.,,,"1,2",RAG that returns source citations from approved documents and Authorization-filtered retrieval with a tested regional failover path are the best responses because architecture must combine grounding authorization traceability and resilience. Professional solution design turns business constraints into multiple enforceable components.,"Foundation Model Integration, Data Management, and Compliance"
"A healthcare assistant needs subsecond triage suggestions, human approval for clinical actions, strict PHI controls, and an auditable source trail. Which two design decisions are essential? (Choose two.)",multi-select,Increase temperature to expose alternative diagnoses,Incorrect. Temperature controls sampling randomness; it does not add knowledge or enforcement. That capability does not meet the controlling requirement here: high-impact workflows require human authority and data-scoped retrieval. Architecture must satisfy safety privacy latency and audit requirements together.,Filter retrieval by patient and clinician authorization,Correct. This response fits because high-impact workflows require human authority and data-scoped retrieval. Architecture must satisfy safety privacy latency and audit requirements together.,Keep clinical actions behind a human approval workflow,Correct. This response fits because high-impact workflows require human authority and data-scoped retrieval. Architecture must satisfy safety privacy latency and audit requirements together.,Fine-tune the largest available model before establishing retrieval and prompt baselines,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: high-impact workflows require human authority and data-scoped retrieval. Architecture must satisfy safety privacy latency and audit requirements together.,Store full conversations indefinitely for debugging,Incorrect. “Store full conversations indefinitely for debugging” does not satisfy the scenario's controlling constraint. Architecture must satisfy safety privacy latency and audit requirements together. The required response follows from this rule: high-impact workflows require human authority and data-scoped retrieval.,,,"2,3",Keep clinical actions behind a human approval workflow and Filter retrieval by patient and clinician authorization are the best responses because high-impact workflows require human authority and data-scoped retrieval. Architecture must satisfy safety privacy latency and audit requirements together.,"Foundation Model Integration, Data Management, and Compliance"
"An enterprise wants every GenAI workload reviewed consistently for reliability, security, cost, operational excellence, and responsible AI considerations. Which AWS resource most directly supports this architecture review?",multiple-choice,AWS Well-Architected Tool with the Generative AI Lens,Correct. This response fits because the Generative AI Lens structures repeatable workload reviews. Architecture governance benefits from a common review framework and recorded improvements.,Amazon Transcribe vocabulary filters,Incorrect. Amazon Transcribe converts speech audio into text. That capability does not meet the controlling requirement here: the Generative AI Lens structures repeatable workload reviews. Architecture governance benefits from a common review framework and recorded improvements.,S3 Transfer Acceleration,Incorrect. “S3 Transfer Acceleration” does not satisfy the scenario's controlling constraint. Architecture governance benefits from a common review framework and recorded improvements. The required response follows from this rule: the Generative AI Lens structures repeatable workload reviews.,SageMaker Ground Truth labeling jobs (with production constraints deferred until deployment),Incorrect. “SageMaker Ground Truth labeling jobs (with production constraints deferred until deployment)” does not satisfy the scenario's controlling constraint. Architecture governance benefits from a common review framework and recorded improvements. The required response follows from this rule: the Generative AI Lens structures repeatable workload reviews.,,,,,1,AWS Well-Architected Tool with the Generative AI Lens is the best response because the Generative AI Lens structures repeatable workload reviews. Architecture governance benefits from a common review framework and recorded improvements.,"Foundation Model Integration, Data Management, and Compliance"
A multilingual support service compares three Bedrock models. One leads a public benchmark but misses required languages and exceeds the p95 latency budget. Which two selection practices are appropriate? (Choose two.),multi-select,Evaluate quality and safety on representative requests in every required language,Correct. This response fits because model selection must be based on representative workload constraints. Generic leaderboards cannot replace application-specific evaluation.,Choose the model with the most parameters,Incorrect. “Choose the model with the most parameters” does not satisfy the scenario's controlling constraint. Generic leaderboards cannot replace application-specific evaluation. The required response follows from this rule: model selection must be based on representative workload constraints.,Fine-tune the largest available model before establishing retrieval and prompt baselines,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: model selection must be based on representative workload constraints. Generic leaderboards cannot replace application-specific evaluation.,Reject candidates that cannot meet the measured latency and cost envelope,Correct. This response fits because model selection must be based on representative workload constraints. Generic leaderboards cannot replace application-specific evaluation.,Choose whichever model has the longest marketing feature list,Incorrect. “Choose whichever model has the longest marketing feature list” does not satisfy the scenario's controlling constraint. Generic leaderboards cannot replace application-specific evaluation. The required response follows from this rule: model selection must be based on representative workload constraints.,,,"1,4",Evaluate quality and safety on representative requests in every required language and Reject candidates that cannot meet the measured latency and cost envelope are the best responses because model selection must be based on representative workload constraints. Generic leaderboards cannot replace application-specific evaluation.,"Foundation Model Integration, Data Management, and Compliance"
"A domain-adapted model is deployed from SageMaker AI. The team must promote versions, audit approvals, roll back bad releases, and retire superseded artifacts. Which service should anchor lifecycle control?",multiple-choice,SageMaker Model Registry,Correct. SageMaker Model Registry governs model versions and lifecycle approvals. This response fits because a model registry provides versioned approval and deployment lineage. Customized models require controlled promotion rollback and retirement.,AWS Cost Explorer saved reports,Incorrect. AWS Cost Explorer analyzes historical and forecast AWS cost and usage. That capability does not meet the controlling requirement here: a model registry provides versioned approval and deployment lineage. Customized models require controlled promotion rollback and retirement.,Amazon S3 website hosting,Incorrect. “Amazon S3 website hosting” does not satisfy the scenario's controlling constraint. Customized models require controlled promotion rollback and retirement. The required response follows from this rule: a model registry provides versioned approval and deployment lineage.,Amazon Polly lexicons,Incorrect. Amazon Polly synthesizes speech from text. That capability does not meet the controlling requirement here: a model registry provides versioned approval and deployment lineage. Customized models require controlled promotion rollback and retirement.,,,,,1,SageMaker Model Registry is the best response because a model registry provides versioned approval and deployment lineage. Customized models require controlled promotion rollback and retirement.,"Foundation Model Integration, Data Management, and Compliance"
A model replacement improves quality but changes tool-call JSON and breaks downstream validation in canary traffic. What should the team do?,multiple-choice,Disable schema validation so the release can continue,Incorrect. “Disable schema validation so the release can continue” does not satisfy the scenario's controlling constraint. FM lifecycle management covers behavioral contracts as well as model artifacts. The required response follows from this rule: model changes require versioned rollback and interface contract testing.,Patch production responses manually without versioning,Incorrect. “Patch production responses manually without versioning” does not satisfy the scenario's controlling constraint. FM lifecycle management covers behavioral contracts as well as model artifacts. The required response follows from this rule: model changes require versioned rollback and interface contract testing.,Send all traffic to the candidate to gather more failures (with production constraints deferred until deployment),Incorrect. “Send all traffic to the candidate to gather more failures (with production constraints deferred until deployment)” does not satisfy the scenario's controlling constraint. FM lifecycle management covers behavioral contracts as well as model artifacts. The required response follows from this rule: model changes require versioned rollback and interface contract testing.,Roll back through the versioned deployment pipeline and update contract tests,Correct. This response fits because model changes require versioned rollback and interface contract testing. FM lifecycle management covers behavioral contracts as well as model artifacts.,,,,,4,Roll back through the versioned deployment pipeline and update contract tests is the best response because model changes require versioned rollback and interface contract testing. FM lifecycle management covers behavioral contracts as well as model artifacts.,"Foundation Model Integration, Data Management, and Compliance"
"A document pipeline sends malformed, empty, and duplicate records into an embedding job, causing vector-store drift and unpredictable retrieval. Which two controls should be introduced? (Choose two.)",multi-select,Fine-tune the largest available model before establishing retrieval and prompt baselines,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: data must pass explicit quality rules before FM consumption. Bad inputs become persistent retrieval defects when indexed without validation.,A nightly prompt rewrite,Incorrect. “A nightly prompt rewrite” does not satisfy the scenario's controlling constraint. Bad inputs become persistent retrieval defects when indexed without validation. The required response follows from this rule: data must pass explicit quality rules before FM consumption.,A quarantine path with observable failure metrics for rejected records,Correct. This response fits because data must pass explicit quality rules before FM consumption. Bad inputs become persistent retrieval defects when indexed without validation.,A quality gate using Glue Data Quality or equivalent validation before indexing,Correct. This response fits because data must pass explicit quality rules before FM consumption. Bad inputs become persistent retrieval defects when indexed without validation.,More endpoint instances for malformed records,Incorrect. “More endpoint instances for malformed records” does not satisfy the scenario's controlling constraint. Bad inputs become persistent retrieval defects when indexed without validation. The required response follows from this rule: data must pass explicit quality rules before FM consumption.,,,"3,4",A quality gate using Glue Data Quality or equivalent validation before indexing and A quarantine path with observable failure metrics for rejected records are the best responses because data must pass explicit quality rules before FM consumption. Bad inputs become persistent retrieval defects when indexed without validation.,"Foundation Model Integration, Data Management, and Compliance"
"Product descriptions contain inconsistent units, duplicated whitespace, and entity aliases that reduce retrieval and generation quality. Which preprocessing is best?",multiple-choice,Normalize units and text and canonicalize entities before inference,Correct. This response fits because normalization and entity canonicalization improve consistent model inputs. Input-quality enhancement reduces avoidable ambiguity before invoking an FM.,Fine-tune on the uncleaned stream,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: normalization and entity canonicalization improve consistent model inputs. Input-quality enhancement reduces avoidable ambiguity before invoking an FM.,Increase temperature to reinterpret every inconsistency,Incorrect. Temperature controls sampling randomness; it does not add knowledge or enforcement. That capability does not meet the controlling requirement here: normalization and entity canonicalization improve consistent model inputs. Input-quality enhancement reduces avoidable ambiguity before invoking an FM.,Retain all variants with no metadata (assuming provider defaults satisfy the workload),Incorrect. “Retain all variants with no metadata (assuming provider defaults satisfy the workload)” does not satisfy the scenario's controlling constraint. Input-quality enhancement reduces avoidable ambiguity before invoking an FM. The required response follows from this rule: normalization and entity canonicalization improve consistent model inputs.,,,,,1,Normalize units and text and canonicalize entities before inference is the best response because normalization and entity canonicalization improve consistent model inputs. Input-quality enhancement reduces avoidable ambiguity before invoking an FM.,"Foundation Model Integration, Data Management, and Compliance"
"A high-volume image workflow performs OCR, entity extraction, redaction, and FM inference. Failures must resume without redoing completed expensive stages. Which orchestration pattern fits?",multiple-choice,Retry the entire raw workload on every error,Incorrect. “Retry the entire raw workload on every error” does not satisfy the scenario's controlling constraint. Multimodal pipelines need explicit state error handling and replay boundaries. The required response follows from this rule: durable idempotent stages make complex processing recoverable.,Use the FM prompt as the workflow state store,Incorrect. “Use the FM prompt as the workflow state store” does not satisfy the scenario's controlling constraint. Multimodal pipelines need explicit state error handling and replay boundaries. The required response follows from this rule: durable idempotent stages make complex processing recoverable.,Persist stage outputs and orchestrate idempotent steps with Step Functions,Correct. This response fits because durable idempotent stages make complex processing recoverable. Multimodal pipelines need explicit state error handling and replay boundaries.,Put all stages in one unbounded Lambda invocation (using benchmark results as the deciding signal),Incorrect. “Put all stages in one unbounded Lambda invocation (using benchmark results as the deciding signal)” does not satisfy the scenario's controlling constraint. Multimodal pipelines need explicit state error handling and replay boundaries. The required response follows from this rule: durable idempotent stages make complex processing recoverable.,,,,,3,Persist stage outputs and orchestrate idempotent steps with Step Functions is the best response because durable idempotent stages make complex processing recoverable. Multimodal pipelines need explicit state error handling and replay boundaries.,"Foundation Model Integration, Data Management, and Compliance"
"A knowledge base serves legal, engineering, and sales content with different schemas and access rules. One global index causes noisy retrieval and complex filters. Which architecture should be evaluated?",multiple-choice,A model fine-tune that memorizes every document,Incorrect. Fine-tuning changes persistent model behavior and introduces a managed model lifecycle. That capability does not meet the controlling requirement here: domain-aware index boundaries can improve relevance and access control. Vector architecture should reflect content domains scale and security boundaries.,Separate domain indexes with shared governed retrieval interfaces,Correct. This response fits because domain-aware index boundaries can improve relevance and access control. Vector architecture should reflect content domains scale and security boundaries.,One unfiltered index with all metadata removed,Incorrect. “One unfiltered index with all metadata removed” does not satisfy the scenario's controlling constraint. Vector architecture should reflect content domains scale and security boundaries. The required response follows from this rule: domain-aware index boundaries can improve relevance and access control.,A larger output token limit (without a representative workload evaluation),Incorrect. “A larger output token limit (without a representative workload evaluation)” does not satisfy the scenario's controlling constraint. Vector architecture should reflect content domains scale and security boundaries. The required response follows from this rule: domain-aware index boundaries can improve relevance and access control.,,,,,2,Separate domain indexes with shared governed retrieval interfaces is the best response because domain-aware index boundaries can improve relevance and access control. Vector architecture should reflect content domains scale and security boundaries.,"Foundation Model Integration, Data Management, and Compliance"
