Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A logistics company wants Claude to process inbound freight quotes. Every request follows the same steps: extract shipment details from an email, validate them against a rate card, and generate a quote document. The requirements are stable and the steps never vary from request to request. Which architectural pattern is most appropriate?",multiple-choice,A multi-agent system with a supervisor agent delegating each step to specialist agents,"Tempting because specialist delegation sounds thorough, but the three steps are fixed and never vary, so there is nothing for a supervisor to dynamically decide — multi-agent coordination only adds latency, token cost, and hand-off failure modes to a task that needs none of it.","A fixed workflow where each step — extraction, validation, and document generation — is a discrete, sequenced LLM call","Correct. The task is stable, repeatable, and fully known in advance, which is exactly the profile a fixed workflow serves best: each step runs as a discrete, sequenced call with predictable behavior, per-step auditability, and straightforward debugging when a quote comes out wrong.",An autonomous agent with tool access that plans its own approach to each incoming request,"Tempting because agents handle variability well, but this process has no variability to handle — every request follows the identical three steps, so autonomous planning is pure overhead that adds nondeterminism where the business wants consistent, explainable output.","A single monolithic prompt containing all instructions and the full rate card, producing the quote in one pass","Tempting because one prompt is simple to build, but folding extraction, rate-card validation, and document generation into a single pass sacrifices step-level control: a validation mistake buried inside one large output is far harder to catch than an error in a discrete validation step.",,,,,2,"Use a fixed workflow when a task's steps are stable, repeatable, and fully known in advance. Pattern selection starts by checking whether a process's steps can be enumerated ahead of time before reaching for agentic complexity.",Solution Design & Architecture
"A consultancy is building a research assistant that investigates open-ended client questions. The steps required vary enormously between requests: some need only a couple of web searches, while others require document analysis, calculations, and follow-up queries whose necessity only becomes clear partway through the investigation. Which pattern best fits this situation?",multiple-choice,A fixed workflow with a generous number of pre-defined steps designed to cover most anticipated cases,"Tempting because more predefined steps feels like it buys more coverage, but the stem says necessity only becomes clear mid-investigation — no fixed list, however generous, can anticipate a path that depends on what earlier steps reveal.",A router that classifies each incoming request into one of five pre-built pipelines,"Tempting because routing reduces some open-endedness, but classifying into one of five fixed pipelines still requires the correct path to be knowable at the moment of classification, which the stem explicitly rules out for many requests.",A batch process that runs every possible analysis on each request and discards whatever output turns out to be unused,"Running every analysis regardless of relevance sidesteps the planning problem by brute force, but it wastes cost on irrelevant work, cannot ask a targeted follow-up query when an early finding demands one, and still produces a static result unresponsive to what's discovered.","An autonomous agent that plans an action, observes the result, and decides its next step in a repeating loop","Correct. When the useful next step only emerges from what was just observed, a plan-act-observe loop is the pattern purpose-built for it: the agent forms a hypothesis, acts, examines the result, and adapts its plan accordingly, request by request.",,,,,4,Use an autonomous agent when the solution path only emerges during execution. Open-ended investigations where each finding reshapes the next action are the canonical justification for agentic loops over predefined pipelines.,Solution Design & Architecture
"A single prompt asks Claude to read a 60-page RFP, assess compliance against 40 internal policies, score the opportunity, and draft a go/no-go recommendation in one pass. Output quality is inconsistent: some policies are skipped entirely and the scoring rationale is shallow. The team has already refined the prompt's wording twice with no improvement. What is the most effective next step?",multiple-choice,Move the workload to the largest available model and increase the maximum output token limit,"Tempting because bigger models and larger output budgets do raise ceiling capability, but the failure signature — skipped policies, shallow rationale on a long multi-part task — points to a structural gap, not a capacity shortfall the largest model would fix on its own.",Add more few-shot examples of well-written go/no-go recommendations to the existing prompt,"Tempting because examples often improve output style, but the team's problem is coverage and depth across 40 distinct policies inside one pass, which is a structural limitation few-shot guidance cannot compensate for; examples show what good output looks like, not how to keep from skipping items.","Decompose the task into sequenced subtasks — extract, assess per policy group, score, then synthesize — passing structured output between steps","Correct. Skipped items and shallow reasoning on a long, multi-part task is the classic decomposition problem: breaking the work into sequenced subtasks lets each step focus on a bounded piece of context, produce checkable intermediate output, and pass structured results forward instead of trying to do everything at once.",Lower the sampling temperature so the model follows the instructions more deterministically,"Tempting because determinism sounds like it would produce more consistent coverage, but temperature governs randomness in word choice, not whether the model systematically works through every one of 40 policies — it would not add the missing structure.",,,,,3,Decompose a task into sequenced subtasks when a single pass shows skipped coverage and shallow reasoning. Prompt wording changes cannot fix a structural coverage gap that only decomposition into bounded subtasks addresses.,Solution Design & Architecture
"A claims-processing solution uses four specialist agents — intake, fraud screening, policy validation, and payout calculation. The business requires a complete, ordered audit trail of every decision, and later agents must never run once an earlier agent has flagged an exception. Which orchestration strategy best satisfies both requirements?",multiple-choice,"A supervisor/orchestrator that invokes each specialist in sequence, records each outcome, and halts the chain the moment an exception is flagged","Correct. A central supervisor delivers both requirements by design rather than by luck: a single point where every decision is logged in order, and explicit control to halt the chain the instant an exception is flagged, with deterministic sequencing as the means to both.",Peer-to-peer handoffs in which each agent decides for itself which agent to invoke next,"Tempting because peer handoffs feel more flexible, but letting each agent decide the next invocation makes ordering and halting emergent rather than guaranteed — there is no single place enforcing that a flagged exception actually stops downstream agents from running.",Running all four agents in parallel and merging their outputs once every agent has finished,"Tempting because parallel execution is faster, but running all four agents simultaneously directly violates the requirement that later stages not run after an earlier one flags an exception — by the time fraud screening's flag is known, the other three have already executed.",A shared message board that all four agents monitor and respond to opportunistically as they see fit,"Tempting because a shared board looks collaborative, but agents monitoring it opportunistically means sequencing and exception halting are left to chance rather than enforced, and reconstructing an ordered audit trail from opportunistic reads and writes is unreliable.",,,,,1,"Use a central supervisor when the business requires guaranteed sequencing, an ordered audit trail, and hard halting on exceptions. Orchestration strategy should be chosen from the control and traceability requirements a process must satisfy, not from what feels most collaborative.",Solution Design & Architecture
"An executive sponsor wants to 'put AI across the whole business' and asks the architect to propose the very first project. Twelve candidate use cases have been suggested by different departments, each with its own champion and its own pitch for why it should go first. What should most strongly drive the selection of the initial use case?",multiple-choice,Choosing the use case that showcases the most advanced agentic capabilities to impress the board,"Tempting because a flashy first project draws attention, but optimizing for spectacle over measurable outcome risks delivering something impressive that moves no business metric, which undermines the case for further AI investment rather than building it.","Selecting the department with the most enthusiastic stakeholders, to guarantee smooth internal adoption","Tempting because stakeholder enthusiasm eases rollout friction, but selecting on politics rather than value means the first project may succeed at adoption while proving nothing about actual business impact, which is what sustained funding depends on.","Measurable business value — such as cost, efficiency, or an SLA improvement — combined with feasible data access and manageable risk","Correct. First projects should be selected on measurable value pillars — cost, efficiency, or SLA gains — weighed against whether the data is actually accessible and the risk is containable; that combination is what produces a credible result and builds durable organizational support for what follows.","Whichever use case can go live fastest, regardless of impact, in order to build early momentum","Tempting because speed builds visible momentum, but shipping fastest while ignoring impact optimizes for a metric — time to launch — that says nothing about whether the business is better off, and a fast but low-value launch does not earn the credibility a first AI project needs.",,,,,3,"Select an initial AI use case on measurable value weighed against feasibility and risk. Executive enthusiasm for breadth should be translated into a disciplined first project chosen on value, not on spectacle, politics, or speed alone.",Solution Design & Architecture
"A document-triage solution has been running in production for three months. The team has dashboards for latency and token cost, but no way of knowing whether the model's classifications are actually correct once they reach production. Which architectural addition most directly closes this gap?",multiple-choice,"A larger model, since classification accuracy generally improves as model capability increases","Tempting because model capability correlates with accuracy in general, but swapping models changes behavior without measuring anything — the team still would have no way of knowing whether the new model's classifications are actually correct in production.",An alert that fires whenever daily token consumption deviates from its historical norm,"Tempting because cost monitoring is a legitimate architectural concern, but a token-consumption alert measures spend, not correctness; classifications could be systematically wrong while token usage stays perfectly within its historical norm.",A weekly review of the system prompt to confirm the instructions are still current,"Tempting because stale instructions are a real failure mode, but reviewing whether the prompt still reads sensibly is a check on configuration, not on whether the outputs it produces are correct — it would not surface a systematic classification error.","A feedback loop that captures downstream corrections and user signals, and routes a sample of production outputs into a labelled evaluation set","Correct. The missing piece is the feedback stage of the input-processing-output-feedback loop: capturing downstream corrections and user signals, and routing sampled production outputs into a labelled evaluation set, is what turns 'we have no idea if this is right' into a measurable, trackable accuracy signal.",,,,,4,Add a feedback loop that captures production corrections into a labelled evaluation set to know whether outputs are actually correct. Latency and cost dashboards do not measure correctness; only a designed feedback stage that captures real-world signal can close that gap.,Solution Design & Architecture
"A retailer's product catalog, pricing, and promotions change daily, and the team wants Claude to answer customer questions using this information. They are debating how the model should get access to this constantly changing data. Which approach is most appropriate?",multiple-choice,Fine-tune a model on the current catalog snapshot and repeat the fine-tuning process every quarter,"Tempting because fine-tuning does bake in knowledge, but a catalog that changes daily is stale within days of a quarterly fine-tune, and each retraining cycle is slow and costly relative to how fast the underlying data moves.",Augment the model with retrieval over the live catalog so its answers reflect current data,"Correct. Daily-changing factual data like a live catalog is the canonical case for retrieval augmentation: the model queries current records at answer time, so responses reflect today's prices and promotions without ever needing to be retrained.","Paste the full catalog, including pricing and promotions, into the context window of every request","Tempting because it does give the model current data, but pasting the entire catalog into every request's context is costly at scale, will not fit as the catalog grows, and pays full context cost on requests that only need a handful of relevant items.",Rely on the base model's general knowledge and add a disclaimer that prices and availability may vary,"Tempting because a disclaimer is cheap to add, but it simply accepts that answers may be wrong about prices and availability rather than solving the problem — customers asking about current promotions deserve accurate data, not a caveat.",,,,,2,"Use retrieval augmentation when the model must answer from data that changes faster than any retraining cycle. Live, frequently-changing business data belongs behind retrieval, not inside a fine-tuned model or a disclaimer.",Solution Design & Architecture
"A single 'operations agent' handles HR queries, IT tickets, and finance requests. It carries 35 tools and a 6,000-token system prompt spanning all three domains, and its tool-selection accuracy has been declining as capabilities were added over time. Stakeholders now want to add a fourth domain, procurement. What is the strongest architectural recommendation?",multiple-choice,"Split the agent into domain-specific agents behind a router or supervisor, each with a focused toolset and a focused system prompt","Correct. Declining tool-selection accuracy as breadth grows is the classic signal that one agent is overloaded with too many tools and too broad a prompt; splitting into domain-specific agents behind a router restores a focused toolset and prompt per domain, and makes adding procurement an isolated addition instead of a further burden on the same overloaded agent.","Add the procurement tools to the existing agent now, and plan a system-prompt rewrite for next quarter","Tempting because it satisfies the immediate ask quickly, but adding a fourth domain's tools to an agent whose accuracy is already declining compounds the exact problem described, and deferring the fix to next quarter means the agent operates degraded in the meantime.","Keep a single agent, but double the length of the system prompt so every domain is covered in more detail","Tempting because more detail sounds like it clarifies things, but a longer prompt covering four domains makes the instructions harder to follow, not easier, and does nothing to reduce the tool-selection confusion caused by having 35-plus tools available at once.",Force the model to invoke a tool on every request so it stops answering from general knowledge alone,"Tempting because forced tool use sounds like it would sharpen behavior, but the stated problem is that the agent is choosing the wrong tool among too many options, not that it is skipping tools altogether — this misdiagnoses the actual failure.",,,,,1,Split an overloaded single agent into domain-specific agents behind a router when tool-selection accuracy declines with added breadth. Growing scope one domain at a time is a warning sign to decompose an agent by domain rather than keep adding to it.,Solution Design & Architecture
"An architect is deciding between a fixed workflow and an autonomous agent for a new Claude-based process, and wants to apply the general selection criteria correctly rather than defaulting to whichever pattern feels more modern. Which two characteristics of a problem most strongly favor choosing a fixed workflow over an autonomous agent? (Choose two.)",multi-select,"Inputs arrive in unpredictable formats that require dynamic, case-by-case handling","Tempting because unpredictability sounds relevant, but unpredictable inputs requiring dynamic handling is actually a condition that favors agentic autonomy, not a fixed workflow — it is the opposite signal from what the question asks for.",The processing steps are known in advance and are the same for every request,"Correct. When the processing steps are known in advance and identical across requests, there is nothing for a model to decide dynamically; a fixed workflow captures that stability directly and runs each known step under code control.",The task benefits from creative exploration of multiple possible solution paths,"Tempting because exploration sounds valuable in general, but a task that rewards creative exploration of multiple paths is precisely the kind of task that benefits from dynamic planning, which argues for an agent's flexibility rather than a workflow's fixed sequencing.",The business requires that each step be individually auditable and reproducible,"Correct. A requirement that each step be individually auditable and reproducible is satisfied naturally by a fixed workflow, where every step is a discrete, inspectable call; an agent's self-directed path can vary between otherwise identical requests, undermining reproducibility.",,,,,"2,4",Favor a fixed workflow when steps are known in advance and each step must be individually auditable and reproducible. The same two signals — predictability of steps and the need for reproducible auditability — repeatedly distinguish workflow-appropriate tasks from agent-appropriate ones.,Solution Design & Architecture
A consultancy is scoping a complex due-diligence engagement and must decide whether a single augmented agent is sufficient or whether a multi-agent design is actually warranted for the work. Which two characteristics of the task most strongly indicate that a multi-agent design is warranted rather than a single agent? (Choose two.),multi-select,The overall request volume across the engagement is expected to be very high,"Tempting because high volume sounds like a scaling argument for more agents, but request volume is a throughput concern that can be handled within any pattern — including a single agent processing a queue — and does not by itself argue for splitting into multiple agents.",The project budget is large enough to comfortably afford running multiple agents,"Tempting because affordability removes a constraint, but a large budget is a fact about resources, not an architectural driver; it does not tell you whether the task's structure actually needs multiple agents rather than one well-equipped agent.","Distinct sub-tasks require different specializations, tools, and context that would overload a single agent","Correct. When distinct sub-tasks each need different specializations, tools, and context — enough that combining them would overload a single agent's prompt and toolset — that is a structural reason to split the work across specialized agents rather than a resourcing preference.",Several sub-tasks are independent of each other and can run in parallel to reduce end-to-end time,Correct. Independent sub-tasks that can run in parallel are exactly what a multi-agent design exploits to reduce end-to-end time; running them as isolated parallel workers is the multi-agent advantage a single sequential agent cannot capture.,,,,,"3,4",Choose a multi-agent design when sub-tasks need distinct specializations or can run independently in parallel. Multi-agent architecture earns its coordination cost through task structure — specialization needs and parallelism — not through volume or budget alone.,Solution Design & Architecture
