Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Your team is building a customer support resolution agent with the Claude Agent SDK, using MCP tools get_customer, lookup_order, process_refund, and escalate_to_human. A junior engineer's agentic loop scans each assistant message for phrases like ""I have completed the task"" to decide when to stop iterating, and occasionally the loop exits while a refund is still mid-flow. What should the loop use as its termination condition instead?",multiple-choice,"Continue iterating while the response's stop_reason is ""tool_use"" and terminate when stop_reason is ""end_turn""","Correct. The stop_reason field is the model's explicit, structured signal about loop state: ""tool_use"" means Claude has requested a tool and expects results back for another iteration, while ""end_turn"" means it has finished. Driving control flow from stop_reason makes termination deterministic instead of dependent on phrasing.",Cap the loop at a fixed maximum of five iterations so every conversation terminates within a predictable number of turns,"Tempting because it guarantees termination, but an arbitrary iteration cap as the primary stopping mechanism is a named anti-pattern: it cuts off legitimate multi-tool tasks that need more turns and lets trivial tasks run pointless extra checks. A cap can exist as a safety backstop, but never as the main exit condition.","Terminate whenever the assistant message contains any text content, since text output indicates Claude has finished acting","This is a recognized anti-pattern: Claude frequently emits explanatory text alongside tool_use blocks, so the presence of text content does not mean the task is done. Using it as a completion indicator is exactly what caused the mid-refund exits in this scenario.",Instruct Claude to emit a special completion token in its final message and exit the loop when that token appears in the text,"This just formalizes the same mistake: it still parses natural-language output for a completion signal, which is probabilistic. The model may forget the token, emit it early, or paraphrase it, whereas stop_reason is a structured field the API guarantees on every response.",,,,,1,"Drive loop termination from stop_reason (""tool_use"" continues, ""end_turn"" stops), not from parsing text. The agentic loop lifecycle of send, inspect stop_reason, execute tools, and return results is the structural backbone of every Agent SDK application.",Agentic Architecture & Orchestration
"In your multi-agent research system, an engineer proposes letting the search subagent hand results directly to the analysis subagent, and analysis directly to synthesis, bypassing the coordinator to cut overhead. What is the strongest architectural argument for keeping the hub-and-spoke design instead?",multiple-choice,"Routing all inter-subagent communication through the coordinator preserves observability, consistent error handling, and controlled information flow","Correct. In the hub-and-spoke pattern the coordinator is the single point where delegation, error handling, and information routing happen. When subagents talk peer-to-peer, failures surface in places no one is watching, error handling fragments across agents, and the coordinator loses the ability to decide what each subagent should see.",Direct handoffs will always exceed each subagent's context window because the coordinator is the only place results can be summarized,"Tempting because summarization at the hub is a real benefit, but the claim is too strong: nothing about a direct handoff inherently exceeds a context window, and the coordinator is not the only place content can be condensed. The core issue is loss of control and observability, not context size.","Subagents that communicate directly automatically inherit each other's full conversation histories, contaminating each other's context","This inverts a key fact about subagents: they operate with isolated context and do not inherit conversation history from anyone automatically — parent or peer. Context must always be passed explicitly, so contamination-by-inheritance is not a real failure mode here.",Peer-to-peer handoffs remove the coordinator's ability to enforce the iteration cap that serves as the primary loop-termination mechanism,"This treats an anti-pattern as if it were the coordinator's core job. Arbitrary iteration caps should never be the primary termination mechanism in the first place, so protecting one is not an argument for hub-and-spoke routing.",,,,,1,"Route all inter-subagent communication through the coordinator for observability, consistent error handling, and controlled information flow. Hub-and-spoke orchestration makes the coordinator the single point of delegation, aggregation, and routing.",Agentic Architecture & Orchestration
"Your research coordinator delegates to the synthesis subagent with the prompt ""Synthesize the research findings gathered so far."" The subagent returns generic, unfocused content that ignores the web search results and document analyses collected earlier in the coordinator's conversation. What is the cause, and what fixes it?",multiple-choice,Subagents run with isolated context and never inherit the parent's conversation history — the complete findings must be included directly in the synthesis subagent's prompt,"Correct. Subagents do not automatically inherit parent context or share memory between invocations, so ""the findings gathered so far"" refers to nothing from the subagent's point of view. The fix is to pass the complete search results and analysis outputs — ideally as structured data separating content from source metadata — directly in the delegation prompt.","The synthesis subagent's allowedTools list is missing ""Task"", so it cannot reach back to the coordinator to fetch the findings it needs to synthesize","Tempting because allowedTools misconfiguration is a real failure mode, but ""Task"" in allowedTools is what lets a coordinator spawn subagents; it is not a channel for a subagent to pull data from its parent. No tool grant changes the fact that context must be pushed into the subagent's prompt explicitly.",The coordinator must call fork_session before delegating so the synthesis subagent starts from a branch of the coordinator's session that contains the findings,"fork_session creates independent branches from a shared session baseline for exploring divergent approaches; it is a session-management feature, not the mechanism for delegating work to subagents. Subagent context passing happens through the prompt, not through session forking.","The subagent's AgentDefinition lacks a memory flag, which is what enables subagents to share state with the coordinator between invocations","This invents a configuration that does not exist. AgentDefinition covers descriptions, system prompts, and tool restrictions — there is no flag that makes subagents share memory with the coordinator, because context isolation is fundamental to how subagents work.",,,,,1,"Subagents operate with isolated context and never inherit the parent's conversation history, so complete findings must be passed explicitly in the delegation prompt. Structured formats that separate content from source metadata preserve attribution across the handoff.",Agentic Architecture & Orchestration
"A customer writes to your support agent raising three issues in one message: a damaged item, a duplicate charge, and a loyalty-points question. Mid-investigation, the agent determines the duplicate charge requires a human billing specialist — who works in a separate system and cannot see the conversation transcript. Which two patterns should the agent apply? (Choose two.)",multi-select,Decompose the request into distinct items and investigate each in parallel using shared context before synthesizing a unified resolution,"Correct. Multi-concern requests should be decomposed into distinct items, each investigated in parallel with shared context, then synthesized into one unified resolution. The customer asked three things in one message and deserves one coherent answer, not a serial drip of partial replies.","Compile a structured handoff summary — customer ID, root cause analysis, disputed amount, and recommended action — for the billing escalation","Correct. Structured handoff protocols exist precisely for mid-process escalation to humans who lack transcript access: the summary must carry customer details, root cause analysis, amounts, and recommended actions so the specialist can act immediately without re-investigating from scratch.",Resolve only the damaged-item issue and ask the customer to open separate tickets for the other two concerns to keep the session focused,"Tempting as a context-management tactic, but it pushes the agent's orchestration burden onto the customer and directly harms first-contact resolution. Decomposition with shared context handles multi-concern messages without forcing the customer to re-submit their own issues.","Escalate the raw conversation as-is, since a specialist reconstructs details faster from the full history than from a second-hand summary","This fails on its own premise: the billing specialist cannot see the transcript, so ""escalate as-is"" hands them nothing. Even where transcripts are visible, a structured summary with root cause and recommended action is faster to act on than raw multi-turn history.",,,,,"1,2","Decompose multi-concern requests into distinct items investigated in parallel with shared context, and escalate with a structured handoff summary (customer ID, root cause, amount, recommended action). Both patterns keep resolution unified while giving transcript-less humans everything they need.",Agentic Architecture & Orchestration
"Your CI pipeline sends entire 30-file pull requests to Claude Code in a single review pass. Developers report the review comments thoroughly on the first several files, grows superficial on later ones, and gives contradictory findings about data flow between modules. How should the review task be decomposed?",multiple-choice,"Use prompt chaining: analyze each file individually in its own focused pass, then run a separate cross-file integration pass over the combined findings","Correct. A multi-file code review has predictable, known-in-advance aspects, which makes it a prompt-chaining problem: per-file local analysis passes keep each file's issues in sharp focus and avoid attention dilution, while a dedicated cross-file integration pass examines data flow with all files' findings in view — eliminating the contradictions.",Keep the single pass but prepend an instruction to allocate equal attention to every file and to double-check all cross-file claims before finalizing,"Tempting because it names both symptoms, but instructions cannot repair attention dilution — the input is simply too large for uniform depth, and telling the model to try harder does not restructure the work. The fix is decomposition of the task, not exhortation within it.","Replace the fixed review with an agent that dynamically decides which files look risky and reviews only those, skipping files it judges low-risk","Dynamic decomposition suits open-ended investigation where the path cannot be predicted; a PR review has a fixed, enumerable structure. Letting the model skip files it deems low-risk also converts a completeness guarantee into a probabilistic judgment, which is the wrong direction for CI review coverage.",Split the pull request alphabetically into two halves and run the same full review prompt independently on each half to shorten the input,"Halving the input reduces dilution somewhat but the split is arbitrary: modules whose data flow spans the alphabetical boundary are never reviewed together, so cross-file findings get worse, not better. Decomposition must follow the task's structure — local passes plus an integration pass — not an arbitrary partition.",,,,,1,"Split large code reviews into per-file local analysis passes plus a separate cross-file integration pass — prompt chaining for a predictable, structured task. Attention dilution in a single oversized pass is fixed by decomposition, not by instructions to be thorough.",Agentic Architecture & Orchestration
"After a long Claude Code session building a thorough analysis of a payment service, your team has two follow-ups: compare two candidate refactoring strategies without letting the explorations contaminate each other, and separately continue feature work where most of the session's earlier tool results are now outdated. Which two session-management practices apply? (Choose two.)",multi-select,"Use fork_session to create independent branches from the shared analysis baseline, exploring one refactoring strategy in each branch","Correct. fork_session exists for exactly this: creating independent branches from a shared analysis baseline so divergent approaches can be explored in parallel. Each branch inherits the expensive shared analysis once, and neither strategy's exploration leaks conclusions into the other.","For the feature work, start a new session seeded with a structured summary of key findings rather than resuming the stale session","Correct. When prior tool results are stale, resuming injects outdated file contents into the agent's reasoning; starting a new session with a structured summary of the still-valid key findings is the more reliable pattern — fresh ground truth from the current code, curated knowledge carried forward.","Evaluate both refactoring strategies inside one resumed session, alternating between them turn by turn to keep a single source of truth","Alternating strategies in one session guarantees cross-contamination: reasoning and partial conclusions from strategy A sit in context while strategy B is evaluated, biasing the comparison. A single source of truth is the baseline — which forking preserves — not the interleaved explorations.","Resume the original session for the feature work as well, since accumulated conversation history always outweighs the staleness of old tool results","This inverts the actual tradeoff: stale tool results are worse than lost history because the agent treats them as current ground truth. When most results are outdated, the reliable pattern is a fresh session with an injected summary, not resumption on principle.",,,,,"1,2","Use fork_session for independent parallel branches from a shared analysis baseline, and start fresh with a structured summary when prior tool results are stale. Choosing between resumption, forking, and restarting is driven by how much of the saved context is still valid.",Agentic Architecture & Orchestration
"In your multi-agent research system, the analysis subagent has two MCP tools, analyze_content (""Analyzes content and returns insights"") and analyze_document (""Analyzes documents and returns insights""). Web search results are routinely routed to the wrong tool, corrupting the analysis stage. What is the most effective fix?",multiple-choice,"Rename analyze_content to extract_web_results and rewrite both descriptions to state each tool's inputs, outputs, and when to use it versus the other","Correct. Tool descriptions are the primary mechanism LLMs use for tool selection, and these two are functionally indistinguishable. Renaming to eliminate overlap and rewriting each description with concrete inputs, outputs, and boundary guidance (when to use it versus the similar alternative) fixes the root cause of the misrouting directly and cheaply.",Add five to eight few-shot examples to the subagent's system prompt demonstrating which tool should handle web results versus documents,"Tempting because examples do shape behavior, but few-shot routing patterns add ongoing token overhead to compensate for descriptions that remain ambiguous. The model still reads two near-identical descriptions at selection time; the root cause is untouched and novel inputs will still misroute.",Insert a deterministic routing layer that inspects each payload for URLs before the model turn and pre-selects the appropriate analysis tool,A pre-turn routing layer bypasses the model's natural-language understanding with brittle heuristics — a payload mentioning a URL is not necessarily web content — and adds infrastructure to work around a documentation defect. It is over-engineering when a description rewrite resolves the confusion.,Merge both tools into a single analyze_input tool with a source_type parameter so the model no longer has to choose between them,"Consolidation can be a valid architecture, but it hides two distinct contracts behind a parameter the model must still set correctly, relocating the same ambiguity into an argument. It is also a larger change than the situation warrants when differentiated names and descriptions fix selection outright.",,,,,1,"Tool descriptions are the primary mechanism LLMs use for tool selection, so overlapping descriptions must be differentiated — rename to purpose-specific names and describe inputs, outputs, and boundaries versus similar tools. Few-shot patches, routing layers, and consolidation all work around the root cause instead of fixing it.",Tool Design & MCP Integration
"Every MCP tool behind your support agent returns the same failure payload: isError true with the text ""Operation failed."" Logs show the agent retrying malformed-input errors that can never succeed while abandoning transient gateway timeouts that a single retry would have resolved. What should the tools return instead?",multiple-choice,"Structured error metadata: an errorCategory such as transient, validation, or permission, an isRetryable boolean, and a human-readable description","Correct. Uniform generic errors prevent the agent from making appropriate recovery decisions. Structured metadata — errorCategory distinguishing transient from validation from permission failures, an explicit isRetryable flag, and a human-readable description — lets the agent retry what can succeed, stop wasting attempts on what cannot, and explain the situation appropriately.",A client-side policy that automatically retries every failed tool call up to three times with exponential backoff before surfacing the error,"Tempting because it handles transients without model involvement, but a uniform retry policy is the same mistake in client clothing: it burns three attempts on validation errors that can never succeed and treats permission failures identically to timeouts. Retry decisions need error category information the tools currently withhold.","Longer, more detailed prose in the error text so the model can infer from the wording whether the failure is worth retrying","Prose forces the model to parse recovery semantics out of natural language, which is exactly the unreliable inference structured fields exist to eliminate. A description is valuable for explanation, but the retryability decision should ride on an explicit boolean, not on wording.","Successful empty results in place of error responses, so the agent continues the conversation instead of getting stuck on failures","Returning empty results as success is silent error suppression, a named anti-pattern: the agent now believes queries succeeded with no matches and confidently tells customers their orders do not exist. Hiding failures produces wrong answers, which is strictly worse than visible errors.",,,,,1,"Return structured error metadata — errorCategory (transient/validation/permission), an isRetryable boolean, and a human-readable description — so the agent can make correct recovery decisions. Uniform generic errors, blanket retries, and silent suppression all leave the agent guessing or wrong.",Tool Design & MCP Integration
"Your structured data extraction pipeline requires extract_metadata to run on every document before any enrichment tool touches it. With tool_choice left at ""auto"", Claude sometimes opens with an enrichment tool or replies in prose about the document instead. How do you guarantee the required first step?",multiple-choice,"Send the first request with tool_choice {""type"": ""tool"", ""name"": ""extract_metadata""}, then process the enrichment steps in follow-up turns","Correct. Forced tool selection — tool_choice {""type"": ""tool"", ""name"": ""extract_metadata""} — makes the required first call a structural certainty rather than a modeled preference. Subsequent enrichment steps then proceed in follow-up turns where the model can choose freely among the enrichment tools with the metadata already in context.","Set tool_choice to ""any"" on the first request so the model must begin with a tool call instead of responding with conversational prose","Tempting because ""any"" does eliminate the prose responses, but it only guarantees that some tool is called — the model can still open with an enrichment tool. The requirement is a specific tool first, which is exactly the case forced selection exists for.",State prominently in the system prompt that extract_metadata is always mandatory before enrichment and reinforce it with two worked examples,"Prompt instructions and examples raise compliance but remain probabilistic — the failure is already observed under ""auto"", and a hard ordering requirement should not rest on the model usually following directions. The API offers a deterministic mechanism for precisely this; use it.",Remove the enrichment tools from the platform and run enrichment in a separate downstream service so no ordering decision remains for the model,"This achieves ordering by dismantling the agent's capabilities: enrichment leaves the model's reach entirely, forfeiting its ability to select enrichment tools based on what the metadata reveals. A one-parameter change on the first request achieves the guarantee without amputating the pipeline.",,,,,1,"When a specific tool must run first, force it with tool_choice {""type"": ""tool"", ""name"": ""extract_metadata""} and handle subsequent steps in follow-up turns. ""any"" only guarantees some tool call, and prompt instructions remain probabilistic.",Tool Design & MCP Integration
"A developer asks your productivity agent how payment retries work in an unfamiliar 2,000-file codebase, providing only a function name from a stack trace, retryPaymentCapture. Which built-in tool strategy should the agent follow?",multiple-choice,"Grep for retryPaymentCapture and related error messages to find entry points, then Read the matching files to follow imports and trace the flow","Correct. Grep is the content-search tool — function names, error messages, import statements — so it finds every definition and caller of retryPaymentCapture regardless of which files they live in. Reading those specific files and following their imports builds understanding incrementally, spending context only on code that is actually on the traced path.","Glob for files whose paths contain ""retry"" or ""payment"" and Read each match, since naming conventions usually locate the relevant modules","Tempting because naming conventions often help, but Glob matches file path patterns, not contents: the retry logic may live in capture.ts or queue.ts and never mention ""retry"" in its path. Filename guessing misses the callers and helpers that content search finds directly.","Read the payments directory tree in full before answering, so the explanation rests on complete knowledge rather than sampled fragments","Reading an entire directory tree up front floods the context with mostly irrelevant code before any question is answered, and 2,000-file codebases do not fit regardless. Effective exploration is incremental: search for entry points, then read along the trace, not exhaustive ingestion first.",Run Bash to cat all files under the payments module into one output and reason over the combined dump in a single pass,"A concatenated dump is the same context flood through a side door, minus the structure: file boundaries blur, the output likely truncates, and purpose-built Grep already exists for locating content. Bash is for executing commands, not for replacing targeted search and reading.",,,,,1,"Start with Grep to find entry points by content — function names, error messages — then Read the matching files to follow imports and trace flows incrementally. Glob matches paths, not contents, and reading everything upfront floods context with irrelevant code.",Tool Design & MCP Integration
