Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"During a design review of the agentic loop for your developer productivity agent built on the Claude Agent SDK, four loop-control techniques are proposed by different engineers. Which two techniques are anti-patterns the implementation should avoid? (Choose two.)",multi-select,"Scanning the assistant's natural-language output for signals like ""done"" or ""finished"" to decide when the loop should terminate","Correct — this is an anti-pattern. Natural-language completion signals are probabilistic: the model may phrase completion differently, mention the signal word mid-task, or emit text alongside a tool request. The structured stop_reason field exists precisely so control flow never depends on parsing prose.","Continuing the loop whenever stop_reason is ""tool_use"", executing the requested tools, and returning their results to the model","This is correct loop behavior, not an anti-pattern. stop_reason ""tool_use"" is the model's explicit request for tool execution, and returning results for the next iteration is exactly how the agentic loop lifecycle is supposed to work.","Relying on a hard cap of ten iterations as the primary stopping mechanism, terminating regardless of what stop_reason indicates","Correct — this is an anti-pattern. An arbitrary iteration cap as the primary stopping mechanism truncates legitimate long tasks and substitutes a guess for the model's own structured completion signal. A generous cap may exist as a runaway safeguard, but stop_reason ""end_turn"" is the real exit condition.",Appending each executed tool's result to the conversation history before sending the next request in the loop,"This is correct loop behavior, not an anti-pattern. Appending tool results to conversation history is what lets the model reason about what it just learned and choose the next action; omitting this step causes repeated calls and stalled progress.",,,,,"1,3","Loop control must come from structured signals — continue on ""tool_use"", stop on ""end_turn"" — never from parsed prose or arbitrary iteration caps. These are the exact anti-patterns the exam guide names for agentic loop design.",Agentic Architecture & Orchestration
"A post-incident review found that your document-analysis agent looped for more than forty iterations one night: a misconfigured MCP tool kept returning errors, and the model kept retrying variations. The team must now decide how termination should be designed across all of your Agent SDK loops. Which design correctly balances autonomy against runaway protection?",multiple-choice,"Keep stop_reason as the primary control — continue on ""tool_use"", terminate on ""end_turn"" — and add a generous iteration ceiling purely as a runaway safety backstop that alerts the team when it trips","Correct. stop_reason remains the legitimate exit condition — ""end_turn"" is the model's structured completion signal — while a generous ceiling exists only to contain genuine runaways like this incident. Because the backstop alerts when hit, every trip becomes a diagnosable defect (here, the broken tool) rather than a silent truncation of legitimate work.","Make a low fixed cap of five iterations the primary stopping mechanism for every loop, so runaway behavior becomes structurally impossible regardless of what stop_reason reports","Tempting after an incident, but an arbitrary iteration cap as the primary stopping mechanism is a named anti-pattern: five iterations truncates every legitimate multi-tool task, converting a one-night incident into a permanent capability ceiling. Caps belong at the safety margin, not at the center of control flow.",Have the model append a numeric progress score to each response and terminate the loop whenever the score fails to increase for two consecutive turns,"Self-reported progress scores are natural-language signals wearing a numeric costume: the model may score inconsistently, optimistically, or forget the convention entirely. Loop control built on parsing model output for termination cues is precisely what structured stop_reason exists to replace.","Compare consecutive assistant messages for textual similarity and exit the loop when responses begin to look repetitive, since repetition is the signature of a stuck agent","Textual-similarity heuristics are another form of parsing prose for control flow: legitimate work can look repetitive (checking many similar files), and a stuck agent can phrase each retry differently. The incident's root cause was a broken tool, which structured error handling and an alerting backstop surface directly.",,,,,1,"Drive termination from stop_reason and treat iteration ceilings as generous, alerting safety backstops — never as the primary stopping mechanism. Low caps truncate legitimate multi-tool tasks, and prose-derived signals like progress scores or similarity checks reintroduce the text-parsing anti-pattern.",Agentic Architecture & Orchestration
"To keep requests small, an engineer's agentic loop starts a brand-new conversation on every iteration: it sends only the system prompt, the latest tool result pasted in as user text (""The tool returned: ...""), and the instruction ""continue the task"". The agent repeatedly loses track of the original request, contradicts earlier findings, and asks for information tools already returned. What is the correct implementation?",multiple-choice,"Add a task-recap paragraph that the loop regenerates and prepends each iteration, so the model can reconstruct where it is in the work","A regenerated recap is a lossy, hand-maintained reconstruction of what the conversation history already represents natively. Whatever the recap-writer omits is gone, and the recap logic itself becomes a second state machine that must perfectly mirror the model's reasoning to work.","Maintain one growing conversation history and append each tool result to it, so every iteration carries the original request, all prior tool calls, and all prior results","Correct. The agentic loop works because tool results are appended to the conversation history between iterations, letting the model incorporate each new piece of information into its ongoing reasoning. One growing conversation gives every turn the original request, what has been tried, and what came back — restarting the conversation each iteration amputates exactly that.",Store each tool result in a vector database and give the agent a recall tool it can query whenever it needs an earlier finding,"A vector store bolts probabilistic retrieval onto a problem the conversation history solves deterministically: within a single task run, the model should not have to guess which earlier findings to recall. Retrieval infrastructure has its place across sessions, not as a substitute for in-loop context.",Increase max_tokens substantially so the model can restate everything it currently knows inside each response before acting,max_tokens caps response length; it does nothing about what the model receives as input. The failure here is missing input context — no output budget lets the model restate findings it was never shown.,,,,,2,Maintain a single growing conversation and append each tool result to it so every iteration sees the original request and all prior findings. Restarting the conversation per iteration destroys the accumulated context the agentic loop depends on.,Agentic Architecture & Orchestration
"Quality reviews of your multi-agent research system show that reports on broad topics consistently have coverage gaps: the synthesis subagent's output omits whole subtopic areas, yet the coordinator forwards it to report generation anyway. Which orchestration change most directly fixes this?",multiple-choice,"Have the coordinator evaluate synthesis output for gaps, re-delegate targeted queries to the search and analysis subagents, and re-invoke synthesis until coverage is sufficient","Correct. This is the iterative refinement loop: the coordinator treats synthesis output as a draft to evaluate, identifies missing subtopics, sends targeted follow-up queries back to search and analysis, and re-invokes synthesis. Coverage becomes a checked property of the pipeline rather than a hope about the first pass.",Instruct the coordinator to decompose every topic into much narrower subtopics up front so no area can be missed in the initial delegation,"Tempting because finer decomposition sounds more thorough, but overly narrow task decomposition is a named risk: fragmenting a broad topic into slivers up front tends to produce incomplete coverage of the connective themes between them, and no up-front plan can anticipate what the research itself will reveal is missing.",Add a paragraph to the synthesis subagent's system prompt telling it to list any coverage gaps it notices at the end of its output,"Self-reported gap lists are better than nothing, but they leave the loop open: nothing acts on the gaps. The synthesis agent also cannot reliably know what it never saw — gap detection needs the coordinator, which holds the original research goals, to evaluate and re-delegate.",Run two synthesis subagents in parallel on the same findings and have the report generator merge their outputs to cover more ground,"Two synthesis agents given the same incomplete findings will both be missing the same source material; merging their outputs duplicates effort without adding coverage. The gap is in the gathered findings, so the fix must route back through search and analysis, not through more synthesis.",,,,,1,"Close the loop: the coordinator evaluates synthesis output for gaps, re-delegates targeted queries to search and analysis subagents, and re-invokes synthesis until coverage is sufficient. Iterative refinement turns coverage into a verified property rather than a first-pass gamble.",Agentic Architecture & Orchestration
"An architecture review board is evaluating the design document for your coordinator-led research system before it goes to production. The reviewers want the team to call out genuine, documented failure modes of coordinator-subagent orchestration rather than hypothetical ones. Which two items belong on that list? (Choose two.)",multi-select,"The coordinator decomposing broad topics too narrowly, so the fragments fail to cover connective themes and the final report has coverage gaps","Correct — this is a documented risk. Hyper-narrow decomposition produces slivers investigated in isolation, and the connective themes of a broad topic fall between them. It is the reason coordinators pair meaningful subtopic scope with iterative refinement loops rather than slicing ever finer.",Subagents automatically inheriting the coordinator's conversation history and leaking accumulated context to one another across invocations,"This inverts how subagents work: they operate with isolated context and inherit nothing automatically — not the parent's history and not each other's. Context reaches a subagent only when explicitly included in its prompt, so inheritance-based leakage is not a real failure mode.","The coordinator routing every query through the full subagent pipeline regardless of complexity, inflating latency and cost on simple requests",Correct — this is a documented inefficiency. A coordinator's responsibilities include deciding which subagents each query actually needs based on its complexity; always running the full pipeline makes a simple factual question pay a broad-research price in both latency and spend.,"Dynamic subagent selection making runs nondeterministic, a property that must be engineered out before any multi-agent system reaches production","This condemns the recommended pattern: coordinators should dynamically select subagents by analyzing query requirements. Run-to-run variation in routing is inherent to model-driven orchestration and is managed through observability, not eliminated by regressing to fixed pipelines.",,,,,"1,3","The genuine documented failure modes are overly narrow task decomposition (incomplete coverage of broad topics) and routing every query through the full pipeline (wasted latency and cost). Subagent context inheritance does not exist, and dynamic selection is the recommended design, not a defect.",Agentic Architecture & Orchestration
"After you added an iterative refinement loop, some research runs never settle: the coordinator keeps finding something to improve, re-delegating searches and re-invoking synthesis for hours, with costs an order of magnitude above normal. You need a principled way for the refinement loop to decide it is done. What should govern loop exit?",multiple-choice,"The coordinator evaluates each synthesis pass against the original research goals and quality criteria, re-delegating only for specific identified gaps and stopping once coverage is sufficient","Correct. The refinement pattern is goal-referenced by design: the coordinator evaluates synthesis output for gaps against the research goals and quality criteria it holds, re-delegates targeted queries for the specific deficiencies found, and re-invokes synthesis until coverage is sufficient. ""Sufficient against stated criteria"" is a decidable check; ""nothing more to improve"" never is.","Every topic gets exactly three refinement passes — enough for quality, few enough for cost — with the loop hard-stopping at three regardless of the output's state","A fixed pass count is the iteration-cap anti-pattern transplanted into orchestration: simple topics waste two passes, hard topics ship with known gaps at pass three. A generous ceiling can back-stop the loop, but the primary exit must reference the work's actual state.",The loop exits when the synthesis subagent's own output states that coverage is now complete and no further research is required,"The synthesis agent is structurally the wrong judge: it cannot know what it never saw, so its coverage claims are optimistic by construction, and exiting on its say-so parses model prose for control flow. Gap evaluation belongs to the coordinator, which holds the original goals.","The loop exits when two consecutive synthesis outputs score above a similarity threshold, indicating the refinement has converged on a stable report","Output similarity measures stability, not adequacy: a report can converge while missing whole subtopics, and phrasing can vary across passes whose substance is identical. Convergence heuristics also give the coordinator no signal about which gaps remain actionable.",,,,,1,"The coordinator should evaluate synthesis output against the original research goals and quality criteria, re-delegate for specific gaps, and stop when coverage is sufficient. Fixed pass counts, synthesis self-assessment, and similarity convergence all decouple loop exit from whether the work is actually done.",Agentic Architecture & Orchestration
"You have defined AgentDefinitions for a web-search subagent and a document-analysis subagent, each with clear descriptions and scoped tools. The coordinator's configuration sets allowedTools to [""WebSearch"", ""Read"", ""Grep""]. In every run the coordinator attempts all the research itself and no delegation ever occurs, even when explicitly prompted to use its subagents. What is the cause?",multiple-choice,The subagent AgentDefinitions are missing an activation field that registers them with the coordinator's runtime for discovery,"AgentDefinition carries descriptions, system prompts, and tool restrictions; there is no separate activation or registration field to forget. The subagents here are correctly defined — the missing piece is on the coordinator's side of the configuration.",Subagent names must be listed verbatim in the coordinator's system prompt before the runtime exposes them as invocable targets,"Prompt text can encourage delegation but does not create the capability: invocation happens through a tool call, and a tool the coordinator is not allowed to use cannot be granted by mentioning names in prose. The prompt already asks for delegation and it still cannot occur.","The coordinator's allowedTools must include ""Task"" — the Task tool is the mechanism for spawning subagents, and without it delegation is impossible no matter how the subagents are defined","Correct. Subagents are spawned through the Task tool, and a coordinator can only call tools present in its allowedTools. With [""WebSearch"", ""Read"", ""Grep""], the coordinator literally has no mechanism to delegate, so it falls back to doing everything itself — the exact symptom observed. Adding ""Task"" to allowedTools restores delegation.","fork_session must be enabled on the coordinator's session, since subagent spawning is implemented as a fork of the parent session","fork_session creates independent branches of a session for exploring divergent approaches from a shared baseline; it is unrelated to subagent spawning, which flows through the Task tool. Enabling it would add nothing to the coordinator's delegation ability.",,,,,3,"Subagents are spawned via the Task tool, so the coordinator's allowedTools must include ""Task"". Perfectly defined subagents are unreachable if the coordinator lacks the one tool that invokes them — it will silently attempt all work itself.",Agentic Architecture & Orchestration
You are adding a new document-analysis subagent type to your Agent SDK research system and writing its AgentDefinition. A teammate unfamiliar with the SDK asks what this configuration actually provides. Which two elements are genuinely part of what an AgentDefinition configures for a subagent type? (Choose two.),multi-select,"A description of the subagent's purpose, which the coordinator uses to decide when this subagent type is the right one to invoke","Correct. AgentDefinition includes a description of each subagent type, and that description is what informs delegation decisions — the coordinator matches the task at hand against subagent descriptions when choosing which specialist to spawn via the Task tool.","A memory-sharing flag that, when enabled, lets the subagent read the coordinator's conversation history directly during execution","No such flag exists. Subagents operate with isolated context and do not share memory with the coordinator or between invocations; anything the subagent needs must be explicitly included in the prompt it is spawned with. Isolation is fundamental, not a toggle.",An inheritance setting that automatically passes the parent agent's accumulated context into the subagent at spawn time,"This is the same misconception in different clothing: subagents do not automatically inherit parent context, and no AgentDefinition setting changes that. Context passing is an explicit act — the coordinator writes findings into the delegation prompt itself.","A system prompt establishing the subagent's role, plus tool restrictions that scope it to the tools its specialization requires","Correct. AgentDefinition configures each subagent type's system prompt — establishing role and behavior — and its tool restrictions, so a document-analysis agent gets document tools and nothing that invites cross-specialization misuse. Description, system prompt, and tool restrictions are the definition's substance.",,,,,"1,4","AgentDefinition provides each subagent type's description (guiding the coordinator's invocation decisions), system prompt, and tool restrictions. Memory-sharing flags and automatic context inheritance do not exist — subagent context is always passed explicitly in the delegation prompt.",Agentic Architecture & Orchestration
"After a prerequisite gate on refunds eliminated a compliance problem, your team is energized and proposes gating every workflow ordering programmatically: greeting before lookup, empathy statement before any fix, summary before session close. Three sprints later the agent is brittle — legitimate conversation variations get blocked, and the gate code is a maintenance burden. What principle should govern where enforcement is applied?",multiple-choice,"Gate every ordering rule programmatically, since deterministic enforcement is categorically superior to prompt guidance and the brittleness just needs more engineering","Universal gating mistakes the lesson of the refund win: that gate succeeded because the rule was a hard invariant with financial consequences. Conversational orderings have legitimate exceptions by nature, so encoding them as absolutes guarantees the observed brittleness — no amount of engineering makes a soft preference hard.",Reserve programmatic enforcement for rules that require deterministic compliance — such as identity verification before financial operations — and use prompt-based guidance for soft ordering preferences where a small failure rate is acceptable,"Correct. The enforcement spectrum matches mechanism to consequence: programmatic prerequisites where prompt instructions' non-zero failure rate is unacceptable (identity checks before financial operations), and prompt guidance for stylistic or soft-ordering preferences where occasional deviation is harmless. This keeps gates few, meaningful, and maintainable while the agent stays flexible.",Remove all gates including the refund prerequisite and consolidate every rule into a carefully engineered system prompt for consistency of mechanism,"This overcorrects into the original compliance failure: prompt instructions have a non-zero failure rate, and the refund prerequisite exists precisely because that rate was unacceptable for financial operations. Uniformity of mechanism is not a virtue worth reintroducing unauthorized refunds for.",Replace the gates with a second Claude instance that reviews each proposed tool call against the full rulebook before permitting it to execute,A reviewing model is still probabilistic — it can approve a violating call — while adding a full inference round-trip of latency and cost to every tool call in the system. For hard rules it under-delivers versus a simple gate; for soft preferences it is wildly disproportionate.,,,,,2,Reserve programmatic enforcement for rules needing deterministic compliance — like verification before financial operations — and use prompt guidance for soft preferences where small failure rates are acceptable. Gating everything makes agents brittle; gating nothing reopens compliance holes.,Agentic Architecture & Orchestration
"Your team is triaging a requirements backlog for the customer support agent, deciding which behaviors get programmatic enforcement and which are handled through prompt guidance. Budget allows building enforcement for only two items this quarter. Which two requirements genuinely need programmatic enforcement rather than prompt instructions? (Choose two.)",multi-select,The agent should acknowledge the customer's frustration before proposing a resolution on emotionally charged tickets,"This is a tone preference with no compliance consequence when occasionally missed — a customer receiving a solution slightly before the empathy statement suffers no harm. Prompt guidance with examples handles it well, and a gate here would block legitimate conversational variation.",No refund may ever be processed until get_customer has returned a verified customer identity for the session,"Correct. Identity verification before financial operations is the canonical deterministic-compliance requirement: prompt instructions carry a non-zero failure rate, and a single unverified refund is a real financial and compliance loss. A programmatic prerequisite that blocks process_refund until verification completes is the only guarantee.",Refunds above the compliance policy threshold must never execute autonomously and must always route to a human approver,"Correct. A hard monetary threshold with a mandatory human-approval path is a business rule requiring guaranteed compliance — an interception mechanism that blocks over-threshold refund calls and redirects to escalation makes violations impossible, which auditors require and prompts cannot promise.","Responses should stay concise, avoid internal jargon, and close by asking whether anything else is needed","Style and closing-question conventions are probabilistic-compliance territory: occasional lapses cost nothing measurable, and enforcement machinery for phrasing would be brittle and unmaintainable. This is exactly what system prompt guidance is for.",,,,,"2,3","Programmatic enforcement belongs to the two hard invariants: verification before any refund, and the monetary threshold above which refunds must route to humans. Tone acknowledgment and response style tolerate the small failure rate of prompt guidance.",Agentic Architecture & Orchestration
